2281,项目咨询,深圳市公安局交通警察局,2017.03.10,2017.03.17,"尊敬的领导
    你好！我们深圳智路通科技，是专业从事交通斑马线智能引导系统生产及研发的企业。我们的设备设在斑马线路口，通过与交通信号灯同步的引导/防范功能，规范行人及非机动车安全通行。
    据统计交通事故由行人和非机动车闯红灯引起的比重在不断增加，斑马线问题治理迫在眉睫。近日，深圳南山留仙小学行人过街系统项目的建设，有效地验证了项目的可操作性，有效的保护行人（特别是学生群体）安全过街，广受市民好评；并得到全国各大媒主流体的广泛报道。因此，在人流量大的路段，比如学校、旅游景点和繁华商业街路段等，实现规范行人及非机动车闯红灯行为，保护行人过街安全，维护斑马线的交通秩序并提高道路通畅率和降底政府成本，是一个智慧民生工程。
     我们这次来信的主要目的，是希望领导能按排相关部门的负责人商谈项目合作的可行性，我司将免费提供设备给政府做试点，期待能得到回复，我们在具体商谈，谢谢！到回复，我们在具体商谈，谢谢！
		","关于新型的电子产品我局是非常支持的，也希望当事人能与我们尽快对接，对新型产品进行测试。
		
		"
3195,关于深圳本地国四二手车过户咨询,深圳市公安局交通警察局,2017.02.24,2017.03.02,"您好！
   我通过摇号方式取得了深圳市机动车上牌指标，现想购买深圳本地一朋友的二手车，他的车是粤B牌，但是排放标准却是国四，请问这种车可以在深圳本市过户吗？感谢回复！
		","您好，深圳牌小车国四标准，可以在市内进行过户，但是转入和新车注册登记必须符合国五标准。
		
		"
4519,深圳南山朗麓家园9-12栋路边乱停车,深圳市公安局交通警察局,2017.01.11,2017.01.18,"据2017年新法规（新闻媒体报道），停车场内乱停车也要处罚： 我现在举报南山桃源街道朗麓家园9-12栋通道处的小车乱停放。 请贵局派人前去抄牌处罚。 如果不派人前去处罚，那就是贵局不依法办事，还是新闻媒体在造谣？ 
		","您好，您的来件我大队已收悉。关于停车场违停问题，由经营性停车场管理单位进行初步整治，经营性停车场管理单位可向辖区交警部门进行投诉和举报，由辖区交警部门到现场核查处理。
		
		"
5084,留仙大道朗麓家园段噪音扰民,深圳市公安局交通警察局,2016.12.01,2016.12.16,"朗麓家园地处留仙大道，地铁5号线，南坪快速，平南铁路四大交通干线的夹击之中，噪音污染十分严重，影响到住户的正常生活。小区噪音特别大，一天24小时下来声音不停，自搬进后，就没睡过安稳觉。如果只是白天吵或者高峰期吵都还好，关键是晚上睡觉的时候一样吵。就是晚上24点后，留仙大道上有好多的泥头车，货柜车，车速非常快，声音非常大，而且是不停的，有些泥头车司机还鸣刺耳的喇叭。一整夜都不停，实在无法好好睡觉。再加上塘朗山隧道最近开通南往北通道后，车流更是增加了2倍以上，持续噪音不停。望能切实考虑住户的困扰，解决一下这个民生问题，如在某时间段对特定车辆限行，或者做些隔音处理。 
		","我大队已安排夜巡警力加大该路段巡逻和整治力度。同时，我大队将不定期设置整治组对飙车行为进行严查严处。
		
		"
5441,关于12月5号开始车辆年检网络问题,深圳市公安局交通警察局,2016.12.07,2016.12.09,"从12月5号开始深圳车辆年审就进入了暂停状态，截至发稿时网络还没恢复，本月年审我司有640台货车左右，但是由于检测线的网络故障，造成车辆无法正常年审，且未发任何通知告知网络回复时间和网络故障原因。
		","您好，年审系统已恢复正常，可正常办理年审。
		
		"
5776,限牌前购买的混动汽车车牌能置换为汽油车吗,深圳市公安局交通警察局,2016.11.30,2016.12.02,"你好，我在限牌（2014-12-29）前买了比亚迪的混动汽车，现在想换车，我的车牌能够置换为普通汽油车吗？
		","依据个人的理解，应该不可以这样置换，详情请询交通运输委的有关增量调控政策细则，谢谢！
		
		"
6353,我家小区楼下的广场是哪个部门监管,深圳市公安局交通警察局,2016.11.09,2016.11.16,"我家小区楼下的广场（其实就是一个小小的空地），具体地址是：龙岗区布吉街道百鸽路与河南路路口的麦当劳店门口的一块地方，空地上停满了二手过户破车，小区的居民经常被这些停车堵得出不去，严重影响附近居民的生活，也不知道这种地方属于哪个部门监管？是城管局还是住建局还是交警来管这些二手车？ 
		","您好，您反映的问题我队已转交相关辖区中队，届时将依据现场情况做出合理改善。龙岗交警大队祝您出行平安。
"
6367,车辆乱停放，龙岗交警不作为，导致居民出入受阻。,深圳市公安局交通警察局,2016.11.09,2016.11.16,"龙岗区龙城街道龙翔大道进入公园大地的两个进出口，银鹰幼儿园对出的进出道路一条车道停满车辆，变成一车道；农业银行侧边停满车辆，又是变成一车道；岁宝百货后门的整条道路一条车道还是停满车辆。常年累月的车辆乱停放，是交警管不了，还是不想管？
		","您好，您反映的问题我队已转交相关辖区中队，届时将加大警力整治该路段的违停车辆。龙岗交警大队祝您出行平安。
"
6610,交警扣证,深圳市公安局交通警察局,2016.11.01,2016.11.08,"机动车被违规驾驶的非机动车撞上来（没人员伤亡）报交警，交警现场拍照没定责没写书面行政协议把两证扣留带走，是否合法.
		","一般来讲，处理交通事故过程中，现场处理的交警可以查验机动车驾驶证、行驶证，核对相关信息，并出具事故认定书等。如扣留机动车或者相关证件需要开具行政强制措施凭证。因您反映问题的信息过少，我们很难判定是否非法；如果您对事故处理过程相关问题有疑惑的，可以向现场处理交警的所在单位（交警大队）反映或申诉，由所属交警大队调查了解具体情况后给予答复。谢谢！！
		
		"
6747,沙湾公路上很多电动车，请严查,深圳市公安局交通警察局,2016.10.29,2016.11.04,"最近沙湾公路上，早高峰时期，非常多的电动车在沙湾原本就不宽的路面上飞驰，因为原本道路就不宽，双向两车道，电动车还经常占用机动车道超车。早高峰时期原本车就多，电动车还在其中穿梭，大家都是有家室的人，万一出现交通事故两个家庭就毁了，为了市民的安全着想，望严查
		","您好，您反映的问题我队已转交相关辖区中队，届时将依据现场情况做出合理改善。龙岗交警大队祝您出行平安。
"
6757,龙华交警中队辖区 祥利路 违法收取停车费,深圳市公安局交通警察局,2016.10.28,2016.11.04,"龙华区祥利路金湖雅苑旁学车场空地， 社会流氓把路面设置轮胎阵，不要让停车，所有车辆必须进违法空地里面停车，按时间收取几十元不等停车费。严重违法。请求查处。
		","　　我大队龙华中队信访员已于2016年11月1日17时50分致电联系信访人了解具体情况并解释说明。?? 我大队龙华中队已派员到祥利路金湖雅苑旁核查并安排警力对该地点设置轮胎阵的违法行为进行警告、劝离。目前该地点轮胎阵已撤离。
		
		"
7128,针对凯美瑞双擎突然无法使用混合动力指标上牌的咨询,深圳市公安局交通警察局,2016.10.18,2016.10.25,"现在深圳市小汽车增量，分为普通、混动、电动三类，针对混合动力增量指标适用的车辆型号，我们无法直观查询到。只能根据周边亲友能否通过混合动力指标成功上牌来知晓。 从8月中旬开始，广汽丰田凯美瑞双擎车型可以在深圳车管所使用混合动力指标上牌。知道消息后，我于今年9月28日申请混合动力指标（申请编号1360100641257），同日在广汽丰田兆方4S店购车（合同编号LL16090416）。并于9月30号获得混合动力指标。可是从10月12日开始，车管所拒绝凯美瑞双擎使用混合动力指标上牌。这就给我带来骑虎难下的局面，一方面车已到店，却无法上牌；另一方面，若混合动力指标若超过有效期未使用，视为放弃指标，两年内不得再摇号。 从11年毕业来深，我一直为身处在深圳这样一个高效、公开、透明的城市而自豪。这次遇到混动车型突然变更的情况感到很意外和棘手，希望能得到一个好的解决方案。谢谢！
		","您好，经审核，凯美瑞双擎混动小汽车不符合混动小汽车指标目录，因此无法受理该车上牌业务，该车符合普通小汽车指标目录。
		
		"
7849,电动自行车违法行驶该罚多少,深圳市公安局交通警察局,2016.09.20,2016.09.27,"????2016年9月15日，我独自一人骑电动自行车经过观澜大道十字路口在等红绿灯时，被观澜交警按《深圳特区道路安全管理条例》第114条，36条规定强制扣车，然后通知我去龙华大队处理。18日上午我去龙华大队综合办事处接受处理，他们要罚款2000元，我问他们根据那个条例处罚的，他们不做回应。你们说观澜大道限行，为什么到现在也没有限行标志和相应的宣传单告知民众。如果我们知道限行还故意违法，我们心甘情愿接受处罚。 ?????9月18日下午我回观澜交警中队咨询了相关条例，按《深圳特区道路安全管理条例》112条规定，电动自行车在限行路段，禁行路段或区域通行的，由市公安机关交通管理部门扣留车辆，处500元罚款。我不符合2000元罚款条例，为什么也要罚2000元。希望领导能给市民合理的理由。
		","根据《深圳市公安局交通警察局关于对我市部分道路限制电动自行车行驶的通告》深公交（通）[2016]73号中规定观澜大道属限行路段；依据《深圳经济特区道路交通安全管理条例》第36条第1款、第114条第1款之规定：驾驶摩托车、电瓶车以及电动自行车和其他非机动车在限制或者禁止通行的区域、路段、时段通行的，扣留车辆，处2000元罚款。（《深圳市公安局交通警察局关于对我市部分道路限制电动自行车行驶的通告》已向社会公布，市民在网上深圳交警也可查询到相关通告。）
		
		"
8571,	 车管所的电话无人工服务,深圳市公安局交通警察局,2016.08.25,2016.09.02,"拨打深圳市车管所咨询电话22222000，语音提示有人工服务，实际上又转入不了，按了0后，一直停留在原菜单。
		","您好，已联系当事人，由于22222000咨询人数较多，导致无法及时接入当事人电话，已解释，已详细回答当事人咨询的相关车管业务。
"
8573,混动指标车型确认,深圳市公安局交通警察局,2016.08.23,2016.09.02,"宝马X5 xDrive40e 官方是属于“插电式混合动力”车型此车能上“混合动力”指标吗？？
		","对于这个型号是否是混合动力车型，我所没有看到资料不能给正确答复，我所上牌是按照提供的指标和车型上牌。希望您可以在深圳车管所QQ或者到车管所咨询。
		
		"
8582,插电式混合动力汽车转籍,深圳市公安局交通警察局,2016.08.20,2016.09.02,"请问插电式混合动力汽车转籍的话有什么要求以及办理流程
		","新车上牌都是一样，不一样的地方是指标。其它流程都是一样，提供资料：发票、保险单、合格证（进口关单）等。您可以到网上查公安部124号令。想知道流程，可以网上查深圳市车管所网上。
		
		"
8847,关于居住证事项,深圳市公安局交通警察局,2016.08.12,2016.08.20,"我是在深圳工作外地人员，没有办理居住证无法申请小汽车指标，但是我老婆在深圳工作，有居住证，我可以用我老婆的居住证申请办理小汽车指标吗？
		","您好，不能使用您妻子的居住证申请指标，但是如果你妻子条件符合，让你妻子去申请指标。详细信息可以查看《深圳市小汽车增量调控管理实施细则》，或者咨询市交委。
		
		"
8848,车辆过户,深圳市公安局交通警察局,2016.08.10,2016.08.20,"你好!我是粤B290CP的原车主,我是2016/7/26 号 去办理车辆迁出 , 2016/7/26号被西丽车管所扣车 ,处理的交警说要交给刑侦组去办理,为什么都半个月刑侦组还没出结果? 多谢!
		","据了解你的车有拼装车架号的行为，目前已经完成司法鉴定，案件正在调查中，请保持联系畅通协助办案单位进行调查取证。
		
		"
