03-28 15:30,2085584097,美蓉为馅,0,回复<a href='https://m.weibo.cn/n/网事关中'>@网事关中</a>:没看出层主说的是反话吗,https://tva4.sinaimg.cn/crop.0.0.438.438.180/7c4f7ce1jw8f3w01qs40kj20c60c674k.jpg
03-24 01:04,5760938380,黄七岁l,0,回复<a href='https://m.weibo.cn/n/_何处西南待好风_'>@_何处西南待好风_</a>:?,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006hSjeYly8fdl6riabiqj30ro0rp403.jpg
03-23 23:04,5738944761,申女无漾,0,继续深挖！,https://tva1.sinaimg.cn/crop.0.0.996.996.180/006go1Hbjw8fbxziym7b1j30ro0ro0w4.jpg
03-23 23:04,5608431514,频阳河,0,我想问1500v电缆有没有问题？一号线，二号线的电缆有没有问题？乘座地铁的我们怕啊！怕有那么一天发生了本不该发生的。,https://tva3.sinaimg.cn/crop.0.416.1088.1088.180/0067ypeOjw8f3wi4dt5izj30u81hctm6.jpg
03-23 14:40,1904048140,行动是最重要的,0,"&quot;问题电缆只限于部分产品400V辅助缆线以及120V信号控制电缆，不涉及机车牵引1500V直流动力系统，因此不会影响机车安全运行与控制。”就再信这一回。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.307.22.614.614.180/717d780cgw1f67hztunrhj20sg0lc49q.jpg
03-23 14:26,5967591087,蜀蛇说,0,没这个“著名商标”就不可能中标，就不可能害人，罪魁祸首就是这虚假的著名商标。竟然对责任人只是诫勉、警告，完全是蔑视公众愤怒，愤怒，愤怒!<a href='https://m.weibo.cn/n/中国之声'>@中国之声</a>:对审核、把关不严的商标处处长给予诫勉谈话、副处长及具体经办人员给予行政警告处分...,https://tva2.sinaimg.cn/crop.0.0.996.996.180/006vRp39jw8f8dq9h5o6aj30ro0ro0tn.jpg
03-23 13:57,3556260452,我想知道微博还能改名么,0,图片评论 ,https://tvax3.sinaimg.cn/crop.0.0.736.736.180/d3f83a64ly8ffkmavvzlaj20kg0kg3zl.jpg
03-23 13:54,1696909893,春雨很实在,0,低价中标害死人，有一个捣乱的，别人就别想中，加钱还砸得极低。然后行业标准就坏了,https://tvax3.sinaimg.cn/crop.0.0.750.750.180/6524ca45ly8fe964evnjej20ku0ku0ua.jpg
03-23 13:03,5471003898,用户5471003898,0,是哪里的原因呢,https://tva1.sinaimg.cn/crop.167.195.711.711.180/005YfM2mjw8fd681ox5ilj30qo0zk77j.jpg
03-22 16:36,2009389743,win练,0,回复<a href='https://m.weibo.cn/n/汤舒涵Showhand'>@汤舒涵Showhand</a>:我晓得啦,https://tva1.sinaimg.cn/crop.0.0.749.749.180/77c4daafjw8f6m3kn7jx8j20ku0ktmys.jpg
03-22 09:59,3494761933,长颈lu衡月,0,回复<a href='https://m.weibo.cn/n/嚴肅活潑的劉摩詰'>@嚴肅活潑的劉摩詰</a>:哈哈 一般2号线坐的多,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/d04dd5cdly8fevwww67zoj20ro0rpafl.jpg
03-22 09:16,1426373421,小可心的爸爸,0,中国这种最低价中标的现实不改，这种问题永远不会断绝，下次又不知道该哪里出事了。国人太看重钱了，什么时候都愿意花低价来买到想要的东西，东西买来了，质量怎么保证？我的一个项目就眼睁睁的看着业主被坑，问供货商，他们说没办法，价格太低，只能用质量差的。可悲。,https://tva4.sinaimg.cn/crop.0.0.199.199.180/5504bb2dgw1e7nv8kv1nej205k05k74q.jpg
