编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
8713,赛格集团董事会到期换届选举结果,深圳市人民政府国有资产监督管理委员会,2016.08.19,2016.08.29,"赛格集团2014年年报显示，本届董事会到期为2015年10月。请问： 1.公司董事会是否已经换届？ 2.公司董事会换届结果可以在哪儿查询？ 
		","你好，有关你的咨询事项，请你查阅（编号：20160726-6969-4250832）回复内容，并关注上市公司公告。
		
		",1.8962998403537767e-05
20609,国有企业增资、变更股权,深圳市人民政府国有资产监督管理委员会,2015.04.29,2015.04.29,"我司目前是国有企业全资子公司，现在需要增加法人股东和增资，且增加的股东为非国有企业，请问是否需要到国资委申请或备案登记？！
		","您好，您咨询的事项涉及的企业不属于深圳市属国有企业，建议您向你司股东单位咨询，谢谢。
		
		",2.145716373846973e-05
25958,下线公车,深圳市人民政府国有资产监督管理委员会,2013.01.15,2013.01.23,"听朋友说近期深圳市下线了一批多余公车要出售,请问有没有这回事?有的话请帮忙提供一下联系方式,我想买辆二手越野.万望帮忙!谢谢了
","经与咨询投诉人刘宗元先生联系，说明了我委暂无二手公车出售，也无处理此类财产部门的联系方式，并告知此类财产的处置不属于我委管辖的范畴，建议刘先生咨询其他相关部门。
",4.298100675914629e-05
25633,中粮集团（深圳）办公楼是否属于深圳国有资产,深圳市人民政府国有资产监督管理委员会,2013.07.20,2013.07.22,"位于罗湖区东门南路2016号的中粮集团（深圳）办公楼是否属于深圳国有产品。是否属于深圳国有资产监督委员会的管理单位，如果不是，请告知是属于哪单位管理。谢谢
		","您好，感谢您对我委工作的支持。中粮集团（深圳）不是我委出资企业，从网上搜索了解到的信息看，该企业是中粮集团出资企业，中粮集团为国务院国资委管理的中央企业。
",0.00011805052263114124
3599,国资委敦促天健集团及时纠正违规开展市政大院城市更新的行为，还居民良好的生活秩序。,深圳市人民政府国有资产监督管理委员会,2017.01.28,2017.02.22,"尊敬的国资委领导： 您好！我是市政大院（位于深圳市福田区红荔西路7024号）的一名普通住户，小区主要为多层住宅，房屋建筑质量较好，现小区住户主要为转业工程兵，2016年有多个单元根据深圳市相关规定，加装了电梯，极大方便了居民的日常生活。 根据深圳最新的《关于加强和改进城市更新实施工作的暂行措施》中第六条明确规定“成片旧住宅区确需通过城市更新实施拆除重建的，应当由区政府组织开展现状调研、城市更新单元拟订、意愿征集、可行性分析、更新计划申报、市场主体公开选择等工作。”，本人咨询福田区城市更新办公室，该部门明确答复，“1、市政大院未列入福田区城市更新计划；2、福田区未委托任何开发商进行城市更新意愿征集；3、开发商擅自开展的城市更新意愿征集是无效的。” 现有天健集团利用小区物业为其子公司天健物业的便利，违规在小区占用公用设施，擅自设置城市更新办公室，大肆宣传市政大院城市更新，严重干扰了小区居民的正常生活秩序，天健集团作为深圳国资委管理的国有企业，理应带头遵守深圳市的相关规定，维护良好的政府形象，绝不应该抱有骄兵心态，甚至利用自身良好的政府关系肆意妄为。 请国资委敦促天健集团及时纠正自身违规行为，还居民良好的生活秩序。 此致！
		","你好！有关你的咨询事项，我委已转天健集团办理，据天健集团反馈，有关情况已与你本人进行了详细说明。感谢你对市属国企的关注和支持。
		
		",0.0001707871027855079
25556,国企定义,深圳市人民政府国有资产监督管理委员会,2013.08.05,2013.08.15,"请问如今国企的明确定义是什么？ 如国企与一家公司共同设立子公司，其中国企持有该子公司51%的股权，那么这家子公司还能认为是国企吗？
		","??? 谢谢您对我委工作的关心.‘国有企业’在不同历史时期的涵义不同。计划经济时期，全民所有制企业统称为国有企业。《公司法》出台后，国家单独出资的国有独资公司及其投资设立的一人有限责任公司统称为国有独资企业。产权主体多元化和混合所有制情形下，有国有控股企业、国有参股企业等。国家现行的有关企业国有股权管理的法律法规有：《中华人民共和国企业国有资产法》、《企业国有资产监督管理暂行条例》、《关于股份有限公司国有股权管理工作有关问题的通知》、《股份有限公司国有股权管理暂行办法》和《上市公司国有股东标识管理暂行规定》等。企业的国有性质应当依据上述法律法规，并结合企业具体的股权结构、股东情况来确定。
",0.00026496683027676937
26587,关于国有企业的管理问题,深圳市人民政府国有资产监督管理委员会,2011.10.31,2011.11.03,"?????? 你好请问深圳市水务规划设计院是不是国企啊，如果是你们管的话 我想投诉....... ?????? ?
","您好，该企业是我委直管企业深圳市投资控股有限公司管理的国有企业。
",0.00030813225489534357
26233,广东康力医药有限公司是国有企业吗？,深圳市人民政府国有资产监督管理委员会,2012.05.03,2012.05.11,"我们（约五百人）正在考察加盟广东康力医药有限公司，该公司说是解放军总政治部的大型国有企业，可我们无从考证，请给予权威答复。 请尽快答复！谢谢！
","经查，广东康力医药有限公司为深圳市注册的自然人独资的有限责任公司，不属我委监管企业，与深圳市属国有企业无产权关系；建议咨询人与广东康力医药有限公司或其注册所在地的工商部门联系查询其股东性质等相关情况。
",0.00034586566410443886
23080,关于国有企业领导人员的范围,深圳市人民政府国有资产监督管理委员会,2014.11.03,2014.11.10,"您好！根据《国有企业领导人员廉洁从业若干规定》第五条的规定：“国有企业领导人员应当忠实履行职责。不得有利用职权谋取私利以及损害本企业利益的下列行为：（一）个人从事营利性经营活动和有偿中介活动，或者在本企业的同类经营企业、关联企业和与本企业有业务关系的企业投资入股”。请问这里的国有企业领导人员具体是指担任哪些职务的人员？谢谢！ 
		","您好，根据《国有企业领导人员廉洁从业若干规定》第二条关于适用范围的规定，您所咨询的国有企业领导人员是指国有独资企业、国有控股企业（含国有独资金融企业和国有控股金融企业）及其分支机构的领导班子成员。 已与您本身电话沟通过了，再次谢谢您对我委工作的理解与支持。
		
		",0.000348663891132972
4786,人才中心还是没约到,深圳市人民政府国有资产监督管理委员会,2016.12.06,2016.12.27,"真的要改改了，又没约到，都无语了，一个星期如果还是抢不到，那只能去买黄牛的了，麻烦能改进改进吗？咱刷不过黄牛，也不能勤快点去现场排个队吗？真不知道这个预约方便了谁？黄牛还是人才？
		","你好，有关你的咨询，我委已转人才服务中心办理，并要求做好服务工作，提升服务质量。感谢你对我委工作的理解和支持。
		
		",0.0004119464947689444
21313,评估机构,深圳市人民政府国有资产监督管理委员会,2015.03.16,2015.03.16,"请问国资委旗下所属的评估机构或者是国有的评估机构有哪几家？
		","您好，请详细描述您想咨询的问题，谢谢。
		
		",0.0005188503231012831
25966,评估事务所如何在投控备案,深圳市人民政府国有资产监督管理委员会,2013.01.07,2013.01.11,"我所是一家深圳资产评估公司，想参与一国有企业拟对民营企业股权投资的评估业务，对方问到我们所是否在投控备案，想问下评估事务所如何备案？以及是否备案在哪里可以查询？谢谢！
","市投资控股公司欢迎符合资质的资产评估事务所参与相关工作，经核对资质符合相关文件要求的公司，可纳入相关中介库作为备选公司，联系电话：83883848。
",0.0005333958306853459
4847,陪产假,深圳市人民政府国有资产监督管理委员会,2016.12.07,2016.12.22,"深圳员工是否有权利享受广东省规定的15天陪产假，企业是否可以拒绝员工休陪产假的请求，当企业拒绝陪产假时，员工该如何维护自己的利益。
		","
你好！我委主要负责市属国有企业的监督管理工作，有关你咨询深圳员工享受陪产假的事项，不属于我委职能范围。建议你按照《深圳经济特区人口与计划生育条例》规定办理或向制定该《条例》的政府相关部门反映。谢谢！
",0.0005593388418859702
25898,深圳国有企业财务总监由国资委委派情况,深圳市人民政府国有资产监督管理委员会,2013.03.02,2013.03.13,"您好，我想咨询下深圳投资，深圳机场，深圳盐田港，深圳能源，深圳燃气，特发集团，深圳地铁，深圳水务，深圳巴士，深圳粮食，农产品，长城投资，深圳振业，天健集团，深圳国际控股集团这十六家国有企业财务总监委派的情况，是否所有的财务总监皆是由国资委委派的。我需要此类信息作为科研之用，希望您能尽快将信息发至我的邮箱。谢谢。
","??? 您好，感谢您对我委工作的支持。 ??? 一、关于财务总监委派问题。深圳投控、深圳机场、深圳盐田港、深圳能源、深圳燃气、特发集团、深圳地铁、深圳粮食、农产品、天健集团、深圳振业等11户企业的财务总监由深圳国资委委派；长城投资、深圳水务、深圳巴士、深圳国际等4户企业财务总监并非由深圳国资委委派（前3户企业由其他股东委派，深圳国际为香港上市公司，根据香港上市公司有关规定产生）。 ??? 二、关于提供上述企业年报问题。盐田港、能源、机场、燃气、农产品、长城、振业、天健、深圳国际等上市公司年报可通过公开渠道（如公司网站等）直接查询获取；地铁集团、水务集团、巴士集团、粮食集团、机场集团、盐田港集团等非上市企业年报可登录深圳国资委官方网站（www.szgzw.gov.cn）深圳国企——财务公开栏目查询；投资控股、特发集团因不在非上市企业年报公开范围，故暂无法提供。
",0.0008908072788224031
21569,赛格集团股权拍卖情况,深圳市人民政府国有资产监督管理委员会,2015.01.31,2015.02.12,"赛格集团股权29.5%于一月30日在深圳联交所拍卖，其情况如何尚无报道。请问是不是流拍了？还是因为什么原因而不能报道？
		","顾先生，您好！ 根据深圳联合产权交易所《深圳市赛格集团有限公司29.5111%股权转让公告》，中国华融资产管理股份有限公司（以下简称“华融公司”）持有赛格集团29.5111%股权，并委托深圳联合产权交易所公开挂牌转让。华融公司是财政部控股的金融企业，非深圳市属国有企业。华融公司转让赛格集团股权的有关情况，您可与股权转让方沟通联系。 感谢您对相关股权转让工作的关注，以及对我委工作的理解和支持。
		
		",0.001047357293686213
23417,咨询国企公车更新的事宜,深圳市人民政府国有资产监督管理委员会,2014.10.10,2014.10.10,"我司是盐田港集团下属的全资二级公司，想更新公司的一台公务用车，请问一下相关的规定以及如何办理，谢谢！
		","您好，关于你司公务车更新问题，建议您请直接咨询盐田港集团，谢谢！
",0.001233563265472859
2261,文件,深圳市人民政府国有资产监督管理委员会,2017.03.10,2017.03.20,"股权转让需要以下二个文件，望回复，谢谢：深圳市人民政府国有资产监督管理委员会文件深国资委[2004]103号【关于深圳经济特区免税商品企业公司实行经营者和员工持股改制立项的批复】及深圳市投资控股有限公司文件深投控[2005]273号文件
		","您好！有关您咨询的事项，经核查，《关于深圳经济特区免税商品企业公司实行经营者和员工持股改制立项的批复》（深国资委〔2004〕103号）的批复单位原深圳市国有资产管理办公室（以下简称原国资办）已于2004年撤销，原国资办的相关资料已移交至深圳市档案馆。根据《中华人民共和国政府信息公开条例》，请您按照国家有关规定申请所需信息；深圳市投资控股有限公司文件（深投控〔2005〕273号）不属于我委公开的政府信息，请您依法查询。 现提供深圳市档案馆和深圳市投资控股有限公司的联系信息如下，供您参考： 深圳市档案馆办公地址：深圳市福田区上梅林林丰路2号（凯丰路北段西侧）档案中心，邮政编码：518049，联系电话：0755-88127172，传真：0755-88101595，电子邮箱：sd@szdaj.gov.cn。 深圳市投资控股有限公司办公地址：深圳市福田区深南中路4009号投资大厦，邮政编码：518048，联系电话：0755-83883888，传真：0755-82912003，网址：http://www.sihc.com.cn。?
",0.0016599865147061132
19885,档案（当前在个人手上）托管如何办理,深圳市人民政府国有资产监督管理委员会,2015.06.05,2015.06.05,"2009年通过私企招调工入深户（宝安区）后，因公司没有档案管理权，遂将档案返还于个人手上，后一至存放至今。现在想将档案进行托管，想咨询一下哪些机构可以托管？需如何办理？（备注：刚先有12333电话咨询，告知没有档案管理这块业务，建议咨询贵委；后拔83883035告知是业务电话，建议在此网页咨询。）
		","您好，关于档案管理问题建议您咨询市人力资源和社会保障局或者市人才交流服务中心，谢谢。
		
		",0.001881735679762242
26065,国有控股企业股改评估,深圳市人民政府国有资产监督管理委员会,2012.09.12,2012.09.19,"一国有控股公司计划进行股份制改造，以有限责任公司整体变更为股份有限公司，公司原以出让方式取得土地使用权。 请问：在股份制改造过程中，是否需聘请具有A级土地评估资格的土地评估机构对该项土地使用权进行评估？是出具专项评估报告还是企业整体资产评估报告？
","1、鉴于咨询所涉及企业为异地国有企业，因各地土地管理政策存在差异，建议咨询人就土地资产评估问题向当地国土管理部门进行咨询。 2、根据《企业国有资产评估管理暂行办法》（国务院国资委令第12号），企业由有限责任公司整体改建为股份有限公司，需聘请具有相应资产评估资质的评估机构对其整体资产进行评估。
",0.001902309268729696
25915,地铁11号线南山站点,深圳市人民政府国有资产监督管理委员会,2013.02.22,2013.03.04,"你好！ 我想请问下地铁11号线，南山站点的大概位置，不知道能否公开？根据网上资料，什么时候11号线建成开通运营？ ?
","1、轨道交通11号线南山站位于南山大道与桂庙路十字路口，车站呈东西向敷设； 2、根据市政府关于轨道交通三期工期要求，地铁11号线计划于2016年6月30日开通试运营。
",0.002547286797068282
23225,我想咨询一下太平财产保险有限公司,深圳市人民政府国有资产监督管理委员会,2014.10.24,2014.10.27,"他们在进行校园招聘宣传的时候一直说自己是央企，但是我在国务院国资委的央企名单里没有找到，他们总部是在深圳的，想咨询一下这个公司具体是什么性质，是央企、国企还是什么
		","您好，您咨询的企业不属于我委监管职能范围，有关该企业的性质建议您向其股东（可通过市监局网站商事主体信用信息平台查询）咨询，谢谢。
		
		",0.002998035641237573
1398,关于2015年3月公开选拔市属国企财务总监的就职情况,深圳市人民政府国有资产监督管理委员会,2017.03.23,2017.04.06,"2015年3月，贵部通过考评从全世界选拔了10名财务总监作为贵部储备的市属国企财务总监人选。本人有幸入围侯选库，时隔2年，不知道这10名候选人什么时候可以就任。当初入选的时候已经是40多岁了，不知道还要等候多少年，是否能有结果？最近看的贵部又在招聘外部董事，心想，这个外部董事是否与当初财务总监的人选有交集，是否可以考虑一下当初的财务总监候选人？
		","
您好! 有关您的咨询事项，我委工作人员已与您电话联系，并就相关政策进行了解释和说明。感谢您对我委工作的理解和关注。
",0.0030288745292450514
21397,关于福田区南天一花园白沙岭幼儿园现在情况,深圳市人民政府国有资产监督管理委员会,2015.03.09,2015.03.09,"幼儿园空置了好多年，想咨询一下现在的情况，有没对外招租还是作为其它用途。谢谢！
		","您好，建议你向该小区物业管理处咨询，谢谢。
		
		",0.003780270648477302
17773,高新区人才交流中心有这样的规定吗？,深圳市人民政府国有资产监督管理委员会,2015.08.12,2015.08.31,"高新区人才交流中心有这样的规定：两年后户口必须迁出人才中心，否则户口冻结（只能将户口迁走，其他与户口有关的事项全办不了），这是真的吗，找不到相关文件与通知。
		","您好，收到咨询投诉后，我委立即向市人才交流服务中心了解有关情况。据了解，您于今年六月曾在我委网站咨询过相同的问题，人才交流服务中心已向您作了解释并取得您的理解，对此非常感谢您对我们工作的支持。此次人才交流服务中心多次通过电话、邮件与您联系，望进一步了解您的诉求，但按照您提供的联系方式一直未能联系上您。下一步我委将继续督促市人才交流中心加强联系，做好沟通工作，提高服务意识，也希望您对他们的工作给予配合。再次感谢您对市国资委工作的支持和关注。 
",0.004525308937467498
25539,评估事务所如何在国资委办理备案手续？,深圳市人民政府国有资产监督管理委员会,2013.08.20,2013.08.20,"评估事务所要参与国企评估，如何在国资委备案，需要提供哪些材料？
		","您好，感谢您对我委工作的支持。关于您提交的咨询内容，请于我委门户网站（www.szgzw.gov.cn）业务常见问题栏目中查找。该栏目均有详细说明，请前往参考。
",0.005448131386170396
26223,国有企业法律顾问资格年审,深圳市人民政府国有资产监督管理委员会,2012.05.02,2012.05.16,"??? 我是一名在港国企的法律顾问，日前收到了深圳市法律顾问协会关于顾问资格年审的通知，由于国企顾问资格年审专属国资委管理，请问国资委安排在什么时候组织年审? ??? 请回复。谢谢！
","已电话回复当事人，告知时间和经办人的联系方式，并建议其届时关注我委网站的具体要求。
",0.005536915936989684
23548,关于“先科”商标,深圳市人民政府国有资产监督管理委员会,2014.09.22,2014.09.23,"请告知中国驰名商标“先科”归哪个公司所有，谁在管理，联系电话
		","感谢您的关注，先科是深圳最早获得中国驰名商标之一的知名品牌，致力于打造老百姓最信赖的家电及数码电子产品，先科商标持有人深圳市对外经济贸易投资有限公司是深圳市属国有企业。相关业务合作咨询请联系：先科官方网址www.xksast.com，业务电话：0755－83763050（品牌部）。
",0.006766369978252529
25899,运发集团的去向,深圳市人民政府国有资产监督管理委员会,2013.02.28,2013.03.13,"??? 你们好，之前在贵处网站上可以看到运发集团是由你们监管的。后来却已经不见运发集团在你们的监管之内。请问运发集团现在由哪里监管？是否还是属于深圳市国有企业？ ??? 望你们能回答，非常感谢。
","您好，感谢您对我委工作的支持。深圳市运发集团股份有限公司原是我委直接履行出资人职责的国有独资公司，经2005年和2008年两次改制后，目前该公司经营者员工持股80%、我委持股20%，为我委参股企业，行业主管部门为市交通运输委。
",0.008145009123627589
26300,国企改制的基本流程及审批流程,深圳市人民政府国有资产监督管理委员会,2012.03.27,2012.04.06,"尊敬的领导，您好！我想了解一下深圳市国有企业改制正规的基本流程及相关审批程序，请问哪里可以拿到详尽资料或是哪里有相关正式文件可供下载？盼复，谢谢！
","? <国有企业改制>国有企业改制指： 1、国有独资企业改为国有独资公司； 2、国有独资企业、国有独资公司改为国有资本控股公司或者非国有资本控股公司； 3、国有资本控股公司改为非国有资本控股公司。 <审核依据> 《企业国有资产法》、《企业国有产权转让管理暂行办法》（国务院国资委 财政部令第3号）、《关于进一步规范国有企业改制工作实施意见的通知》（国办发【2005】60号）以及《深圳市属国有企业产权变动监管规定》（深国资局【2009】66号）等相关法律法规。 <流程要点> 1、产权单位应当制定改制方案，载明改制后企业组织形式、企业资产和债权债务处理方案、股权变动方案、操作程序、资产评估、财务审计、中介机构选聘、改制后发展战略等事项。 2、企业应当做好企务公开工作，切实维护员工合法权益。 3、企业应当按规定进行清产核资、财务审计、资产评估，依法依规严格规范操作。
",0.008563513554783464
25873,深圳高新投集团有限公司是国资委下属国有企业吗？,深圳市人民政府国有资产监督管理委员会,2013.03.29,2013.04.08,"深圳高新投集团有限公司是国资委下属国有企业吗？
","您好，感谢您对我委工作的支持。深圳高新投集团是我委直管的深圳市投资控股有限公司下属的国有控股企业。
",0.010903944386075115
26188,对境外投资所形成的国有产权转让办理流程,深圳市人民政府国有资产监督管理委员会,2012.05.31,2012.06.12,"请问: 国有控股公司对境外企业投资形成了国有产权, 如要将此产权对外转让, 该如何办理国资审批? 有无这方面专门的法规? 如参照 3 号文, 对境外企业如何进行审计及评估? 谢谢!
","经联系咨询人，咨询的单位不属我委监管企业，有关境外产权管理事宜应直接联系该单位的上级国有控股股东或其国资监管部门办理。
",0.01520524341128382
6410,市场化选聘政策,深圳市人民政府国有资产监督管理委员会,2016.11.03,2016.11.14,"我在政府网站上看到2015年10月和11月深圳国资委的一个在线访谈。其中提到国企市场化选聘政策，是2010年深圳市发布的一个15文件体系。首先想确定一下，已经这几个文件是否仍在使用，还有没有参考价值。另外，2010年出台的文件，现在2016年，国家层面国企改革的政策也在不断更新，这几个文件是否比较滞后。
		","你好，有关你咨询的事项，我委工作人员已与你电话联系，并就有关问题进行了沟通解答。感谢您对我委工作的理解和关注！
",0.015863601058471954
4472,国有企业档案保管问题,深圳市人民政府国有资产监督管理委员会,2017.01.11,2017.01.20,"你好，我是11年来到深圳光明新区的一个区属国有企业工作，12年以应届生的身份将档案调入深圳人才交流中心户口落户到公司集体户，公司有档案保管权，我想将档案调入公司但遭到了拒绝，理由是我不是正式职工是临时工，从11年开始来到公司到现在六年时间签了两次合同每次三年，像这样的情况公司的做法是否正确合规合法！！！
		","你好，有关你的咨询事项，我委已转人才服务中心办理，并要求做好服务工作。据人才服务中心反馈，中心工作人员已与你电话联系沟通操作详情。感谢你对我委工作的理解和支持。
		
		",0.018047057900248076
4482,国有企业档案保管问题,深圳市人民政府国有资产监督管理委员会,2017.01.11,2017.01.20,"你好，我是11年来到深圳光明新区的一个区属国有企业工作，12年以应届生的身份将档案调入深圳人才交流中心户口落户到公司集体户，公司有档案保管权，我想将档案调入公司但遭到了拒绝，理由是我不是正式职工是临时工，从11年开始来到公司到现在六年时间签了两次合同每次三年，像这样的情况公司的做法是否正确合规合法！！！
		","你好，有关你的咨询事项，我委已转人才服务中心办理，并要求做好服务工作。据人才服务中心反馈，中心工作人员已与你电话联系沟通操作详情。感谢你对我委工作的理解和支持。
		
		",0.018047057900248076
24088,国有集体企业改制,深圳市人民政府国有资产监督管理委员会,2014.07.10,2014.07.17,"请问，目前广东省或深圳市对国有集体企业改制有什么规定？
		","??? 经于咨询人金轶材电话沟通，向其简单说明了深圳集体资产管理情况后，已将国家有关厂办大集体改革政策文件通过电子邮件发送到你的邮箱，请查收。感谢你对我委工作的关注、支持与理解。
		
		",0.020438671516036733
26046,南山区国资委与南山区国资办,深圳市人民政府国有资产监督管理委员会,2012.10.16,2012.10.19,"??? 您好！我想咨询：深圳南山区国有资产管理机构目前的全称是否是：深圳南山区国有资产管理监督委员会？ ???之前全称是否为：深圳南山区国有资产管理办公室？具体是什么时候修改的名称？ ? ?? 期待您的回复，非常感谢！
","经电话咨询南山区国资委张科长，深圳市南山区国有资产管理机构的全称为“深圳市南山区国有资产监督管理委员会”，之前全称为“深圳市南山区国有资产管理办公室”，是2005年12日改为现名称。
",0.024268345666853097
25866,宝龙社区振业峦山谷花园幼儿园开园问题,深圳市人民政府国有资产监督管理委员会,2013.04.15,2013.04.22,"振业峦山谷13栋后面的幼儿园建成三年多了，目前任然没有投入使用，现在这个社区居民越来越多，小孩上幼儿园成一大问题，目前询问开发商，他们给出的答复是已移交给国资委了，不知道现在的进展程度怎么样。
","??? 经与振业集团核实，根据振业集团2010年4月26日与龙岗区国有资产监督管理办公室（简称“龙岗区国资办”）签订的《龙岗区社区配套和公共服务用房实物移交确认书》，企业已对振业峦山谷花园一期的幼儿园、社区居委会、邮政所、社区警务室等公共配套设施进行了无偿实物移交，而非移交给市国资委，至此振业集团相关义务已履行完毕。 ??? 据振业集团进一步了解，龙岗区国资办目前尚未向龙岗区教育局移交峦山谷一期的幼儿园，主要原因是通向该幼儿园的宝沙三路尚未开始动工建设，相关配套设施还无法达到移交条件。投诉人如需了解后续详细情况，建议可直接向龙岗区政府或区国资办进一步咨询。
",0.03790007653934535
19164,2005年到2014年监管企业名单和重组信息,深圳市人民政府国有资产监督管理委员会,2015.07.04,2015.07.06,"您好，我现在需要贵市从2005年到2014年每年国资委监管企业的名单和重组信息，如果无法提供所有的也没有关系，任何一年的我都需要，非常需要您的帮助，因为网络上只能找到2015年的数据。急需！！感谢您在百忙中回答的我问题，希望尽快得到您的回复！
		","您好，如我委网站已公开信息不能满足您的需要，建议您通过依申请公开程序获取相关信息，谢谢。
		
		",0.038791339163792515
19422,国有股权设置批复的申报流程和申报材料,深圳市人民政府国有资产监督管理委员会,2015.06.04,2015.06.25,"国有参股企业做新三板挂牌，咨询如何申报取得国有股权设置批复文件
		","您好，我委已更新信息公开专栏，国有股权设置的相关办事指南已公布，请您在该栏目查阅，谢谢！
		
		",0.042289466639581996
23949,国有独资企业如何通过和民企签订拆迁补偿安置协议转让国有土地使用权？,深圳市人民政府国有资产监督管理委员会,2014.07.24,2014.08.04,"A公司是一家国有独资企业，B公司是一家民间房地产开发公司。现在A公司有一块地要进行城市更新拆迁重建，A公司想让B公司做这块地的实施主体。根据法律，A公司可以通过跟B公司签订拆迁补偿协议让B公司成为实施主体。但是签订拆迁补偿协议是否涉及到国有产权的转让？是否需要经过国资委的审批? 问题：能否通过签订拆迁补偿协议转让国有土地使用权？如果可以，程序该如何？谢谢！
		","7月28日，7月29日，先后两次与咨询人电话联系，咨询人称其所述企业为龙岗区属企业，根据我市、区属国有资产分级管理和国资管理部门仅对其所监管企业履行出资人职责的原则，建议咨询人应按规定向企业的国有控股股东或所属的龙岗区国资管理部门咨询办理较为合适。咨询人对相关表示满意。
		
		",0.05374038892613253
25778,“先科”商标授权咨询,深圳市人民政府国有资产监督管理委员会,2013.05.23,2013.06.05,"“先科”的商标是否属于国资委，可否授权使用，应该联系哪一位，怎么联系。谢谢！
		","感谢您的关注，先科是深圳最早获得中国驰名商标之一的知名品牌，致力于打造老百姓最信赖的家电及数码电子产品，先科商标持有人深圳市对外经济贸易投资有限公司是深圳市属国有企业。相关业务合作咨询请联系：先科官方网址www.xksast.com，业务电话：0755－83763050（品牌部）”。
",0.059524749807110644
23594,关于国有企业对外捐赠事项的规定,深圳市人民政府国有资产监督管理委员会,2014.08.28,2014.09.18,"请问深圳市有对国有企业对外捐赠、资助事项的相关规定吗？
		","收到咨询后即与张雨泽同志取得了电话联系，并已将市国资委直管企业捐赠中需遵守的相关原则与对方一一进行了沟通、交流，咨询者表示非常满意。最后再次感谢其对国资国企工作的理解和支持。
		
		",0.07933958353180914
17953,咨询,深圳市人民政府国有资产监督管理委员会,2015.08.24,2015.08.24,"要想成为国资委供应商、取得供应商资格，需要办哪些手续、备齐哪些资料？
		","您好，我委采购一般通过政府集中采购或公开招标方式进行，有关供应商资格方面的问题建议您向市政府采购中心咨询，谢谢。
		
		",0.08017656039474874
19143,深圳市人力资源交流中心联系方式,深圳市人民政府国有资产监督管理委员会,2015.07.06,2015.07.06,"你好，请问深圳市人力资源交流中心联系方式，网上找到的0755-82408888从上周一直打到现在就没打通过，请问还有其他联系方式吗？
		","您好，如您咨询的是深圳市人才交流服务中心，可通过深圳人才网（http://www.szhr.com.cn）查询具体联系方式，谢谢。
		
		",0.10243473880068665
21286,咨询,深圳市人民政府国有资产监督管理委员会,2015.03.16,2015.03.17,"请问深圳市东部公交是国资委下属企业吗？
		","您好，我委是深圳市东部公共交通有限公司第一大股东。
		
		",0.11192976950917766
5702,深圳市水务工程检测有限公司属于深圳市国资委管理吗？,深圳市人民政府国有资产监督管理委员会,2016.11.26,2016.12.05,"深圳市水务工程检测有限公司属于深圳市国资委管理吗？如果是，属于水务集团下属几级单位？
		","您好，经查，该公司不属于我委监管范畴。建议您通过该企业注册所在地工商行政管理部门网站商事主体登记信息查询，了解企业性质，谢谢。
		
		",0.11557345338504044
8479,深振业为什么不公开选举董事长？？？？？,深圳市人民政府国有资产监督管理委员会,2016.08.20,2016.09.07,"深振业作为国资委的一家上市公司，两年了，为什么一直都是代理董事长，为什么一直不选举董事长？？？？深振业作为国资委旗下的优质上市公司股价为什么一直上不去？为什么不考虑深振业跟地铁集团合作？既然深圳要做大国资，就应该跟地铁合作，不应该跟万科合作！
		","你好！有关你的咨询事项，我委工作人员已与你电话联系沟通，并就相关问题做了解释。感谢你对深圳国资国企工作的关注以及所提出的宝贵意见。
		
		",0.12740328438202297
25457,深圳市国有企业采购,深圳市人民政府国有资产监督管理委员会,2013.08.22,2013.09.10,"深圳市的国有企业采购是否需要遵守政府采购法？是否需要招标投标？深圳市或者国家层面有没有相应的法律法规规定？
		","1、经查阅国家、省、市关于政府采购的有关法律法规，国有企业采购不在政府采购法律法规的适用范围。 2、依据《中华人民共和国招标投标法》及《中华人民共和国招标投标法实施条例》有关规定，国有资金占控股或者主导地位的依法必须招标的项目，应当公开招标；但符合实施条例第八条、第九条的，可以邀请招标或不进行招标。此外，非依法必须招标项目，国有企业可自行采取招标、竞争性谈判、单一来源采购、询价、委托、租赁等方式采购；其中，采取招标方式采购的，应当依照国家、省、市招标投标的有关法律法规组织实施。 3、深圳国资委于2012年出台了加强市属国有企业招标采购综合监管指导意见（深国资委[2012]158号），督促市属国企依法依规科学招标，要求市属国企逐步建立健全招标采购综合管理体系，强化内部监督联动，并明确了企业和关键部门需自我完善的情形和将实施责任追究的情形。 感谢您对我委工作的支持！
",0.1313113237692587
7273,偷窥国有资产,深圳市人民政府国有资产监督管理委员会,2016.10.10,2016.10.18,"停车场收费员，一年偷窥停车费40万左右
		","你好，我委主要是对市属国有企业进行监督管理，有关你反映的事项，如你有确凿的事实凭据，建议你向该物业管理处或公安执法部门反映。
		
		",0.1354660399054225
