id,text
4092577898833228,2017.4.3走到脚废。。。越秀公园——中山纪念馆——陈家祠——沙面——中山大学——广州塔。。 广州 ​
4092577483787077,一个学校，一个酒仓，一个被彩虹包围的醉汉广州·中山大学广州·广州太古仓-百年码头 ​
4092577193510710,中山大学🌳📖☀️珠海·中山大学（珠海校区） ​
4092568796819492,光影交错中的中山大学校园 广州·中山大学 ​
4092545795598430,最近刘建威嘴很甜需要我的表扬看到一个中山大学的美女学霸 给他发完照片就出了以下⬇️ ​
4092532118381155,你的日常，是我日夜想要窥探而不得@中山大学研究生支教团 ​
4092524027522643,懒癌发作    一晃已是三月的旅行 和我在广州的街头走一走北京路 上下九 陈家祠 荔湾湖 西关(古老大屋) 沙面  中山大学  石室圣心大教堂  动漫星城 正佳广场  line friends  点都德(汇点楼店)  红专厂艺术创意园  岭南印象园 广东科技中心  广州塔(小蛮腰)  海心沙  广剧广图广博  旅游 ​...全文
4092521396616089,中山大学新华学院 两万的学生 学校连一个投诉的渠道都没有？官网上的校长信箱和书记信箱是怎么使用的呢？好像无法转跳。难道说，出现问题，需要找媒体，或者把事情发到网上转来转去，才有人管？ ​
4092518603565241,@中山大学 我要来这里上学！太美了！ 广州·中山大学 ​
4092515559123263,怪不得蚂蚁短租比途家便宜。好吧我信你一次就这啦。就让爸爸妈妈住中山大学边上，晚上去珠江边散步，中山大学码头跳广场舞啦说的我都心动了『蚂蚁短租CEO致房东的一封信：即日起免收佣金』蚂蚁短租CEO致房东的一封信：即日起免收佣金 ​
4092511334710807,两天的广州之行结束了……前一天全把想去的去了，今天只在中山大学感受了文化的熏陶。我旅游完了，稿费到了……这是在鞭策我，今天还没干活吗😂😂 广州·广州火车站（商圈） ​
4092504250613460,你真美@中山大学 ​
4092495044851567,@中山大学 吾校春光如常 ​
4092492637161611,中山大学太有感觉了，然鹅是别人家的大学～ 广州 ​
4092485414218061,假期游中珠@中山大学 景区一样的中珠啊空气比广州好很多还有岁月湖餐厅的麻辣香锅炒鸡赞 珠海·亚洲第一长教学楼 ​
4092484210834201,广州啊，就要离开了，我想对你说，再见。我只在你这住了三个晚上，你的夜景是美的，你的许多风景是美的，你的中山大学是美的，你的人儿也是美的。或许有的美，很内敛，你和你的居住者都没发现，但我们这些旅游者，却看到了。除却那些灯红酒绿，霓虹灯闪，你还有细致的、清新的，甚至是繁忙的美……所 ​...全文
4092473640632156,第二波，中山大学。 广州·中大 ​
4092473066677815,深圳的喷子们？你们搞搞清楚，深圳每天有多少富豪求爷爷告告奶奶的找广州的人脉关系想去广东省人民医院和中山大学附属第一医院治病吗？长江以南，除了上海，没有任何一个城市的医疗资源能和广州相提并论。 ​
4092472592032372,乱入中山大学，虽是985名校，但是校园很一般。 广州·中大 ​
4092467059420188,中山大学金融专硕拟录取@宇哥考研 @疯狂的石头石磊 @何凯文 感谢考研路上一直陪伴我的良师益友不忘初心 砥砺前行 ​​​
4092458491227303,太美的中山大学，唉，后悔啊，某政法高等学府一比较，简直就不是大学很喜欢春天的广州，珠江边风景美美的 广州·中大 ​
4092448391112919,去过很多次的广州，却没有一次有勇去见过你。想来想去，还是想把最好的第一次相遇留在明年的盛夏。如果可以，我一定会幸福的疯掉！大山中学明年等我！@中山大学 ​
4092446206374750,你是一首短暂的惊艳绝句   写在我如沐春风的心里@中山大学 广州·中山大学南校区 ​
4092445543370123,居然被中山大学和西安交大秀了一脸！真是单身久了，什么样的狗粮都见过 德州·德城区 ​
4092438689503213,你好，中大@中山大学 广州·中山大学(西门) ​
4092436524951977,终于来到了南校区，感受了很多，真的很美，但是越发觉得，在珠海待了一年，仿佛读了一个假大学@中山大学 广州·中山大学 ​
4092434386640438,id:@郑蛋恩 中山大学，来自广东深圳 ​#美少女安利# ​
4092429315872938,今天看知乎看到这个，脑海中完全把李军老师代入了。@中山大学曾国军 @张骁鸣 你们看像不像？ ​
4092425162712137,有同学知道从邑大怎么去东莞的中山大学新华学院吗？ ​
4092414328908207,【旱鸭子怎么办？中大华工也将游泳作为毕业条件】近日，清华大学出台新规，从2017级本科新生开始，必须通过入学后的游泳测试或参加游泳课学习并达到要求，否则不能获得毕业证书。无独有偶，在广东，中山大学和华南理工大学早就出台过类似的规定，25米游泳达标是两所高校本科生顺利毕业的必要条件。 ​...全文
4092400882817267,中山大学明年可以去看看你么 ​
4092393651334393,@何语莹 看到中山大学差点哭出来，西子湾
4092382251647819,#清明##民俗论坛#好奇的亲肯定想问，出席论坛的神秘大咖都有谁？行，就满足一下你们的好奇心！#剧透#中国民俗学会常务理事兼副秘书长、中山大学邓启耀教授；中山大学传播与设计学院法学博士、人类学专家周如南副教授；中国殡葬协会科技文化工作委员会副主任、广东省殡葬协会副会长、中法殡葬文化交流中 ​...全文
4092380271565686,外地同学来广州必备套餐：海心沙广州塔中山大学南校区逛到断腿的昨天回来还去看了个电影 被掏空 广州·中山大学(北门) ​
4092361565334508,中山大学珠海校区，听说这个学校的教育楼在全国大学中最长的一个…… ​
4092357080798538,在中大的这几年不知你有没有早起去看江边的晨景@中山大学 ​
4092351935391825,哈哈哈哈哈哈哈哈哈你们能不能正经一点啊哈哈哈哈哈哈哈笑劈叉@西安交通大学 @中山大学 ​
4092351020646317,一晚没睡，五点骑车八公里到中山大学拍日出，事实证明我还年轻 ​
4092321207532666,因潼在酒店套房床上玩耍不小心左手扭伤，连夜开车广州中山大学附属第一医院骨科，感受到了广州中山医专业服务，因夜里就诊，感受完全不同于深圳的很多医院；给急诊室和X室及骨科专科医生大拇指赞，虽有些情况相互之间判断有差异，但医生之间的沟通顺畅，凌晨深夜各个职责部门协调相当尽职，最后诊断小 ​...全文
4092241964126159,男生就业前景最好的十大专业！你最想报哪个？ [一点资讯] 理论与应用力学的代表学校里居然没我母校中山大学，老师都说我们能媲美清华，甚至在流体力学与力学软件使用方面还有过之而无不及。 男生就业前景最好的十大专业！你最想报哪个？ ​
4092237350582928,中山大学👉竹节面👉喜茶 ​
4092236080112265,祝我十八岁生日快乐😍希望我每天开开心心 无忧无虑 更加勇敢 坚强 宽阔 自信家人平平安安 和睦幸福做一个美丽善良可爱的少女愿自己在高考中取得好成绩，希望能考上中山大学 ​
4092233790084435,☀尋找回憶中的高雄❤美麗島❤單車❤西子灣❤中山大學❤打狗英國領事館❤古典玫瑰園❤中央公園❤新堀江❤福勝亭👩👧 ​
4092227762605153,今天骑车骑到腿软屁股痛。骑车去一公里外的村子摘草莓，去到园里问工人，人家说这已不是草莓的季节🙄网上说草莓盛产在三四月是怎么回事。于是继续往前骑，路过一块工地，好像在盖学校，问了那里的保安，保安说那是中山大学附属小学和初中部，高中在规划中，想说真的是一所非常漂亮的学校。走出学校过 ​...全文
4092221231745014,一模预录取分数只够第三志愿但我想想 中山大学 也蛮不错的噢但我又想了一想 选修BC是没有大学可上的噢 ​
4092221076921555,懿儿说，关于“中山”，她只知道中山大学和孙中山先生。今日来迟，纪念堂关门了，但也不影响我们一颗红心。 ​
4092218111031672,中山大学陈嘉庚纪念堂 广州·中山大学 ​
4092215121120699,《天真蓝》摄于@中山大学 大钟楼 ​
4092214848061321,今天出门有点晚，到下午的时候好后悔，因为时间太赶了，走到了了花城广场，但没有时间了，就买了杯金桔柠檬，赶紧撤，桑心。今天先去了中山大学，国内10所最具魅力大学之一，真的很有风味，一座座带有历史气息的建筑，矗立亦然，好意外的惊喜石狮子那个就是传说中的马丁堂的建筑了（我国最早用红砖 ​...全文
4092210977377917,继上上次林芝，上次四姑娘山后....我又一次偶遇母校了@中山大学 @中大Din 香港特区·維多利亞港(油尖旺区 ) ​
4092209403351349,珠江畔，广州·中山大学 中山大学。加油吧💪🏻 广州·中山大学(北门) ​
4092200012238442,中山大学打卡🌝中大南校区虽处闹市，却别是一番清幽恬静，树木葱茏，绿草如茵，历史建筑古色古香，隐藏在葱郁芳凄中，影影绰绰，名校风采可见一斑。明媚春光，漫步校园，感觉又回到了只有阳光和梦想那些最单纯的时光，好想像哆啦A梦一样穿越回去看看那时的我们，可惜时光机只存在动漫，只是去别的 ​...全文
4092199454881354,：中山大学医学院 临床学妇产科@中山大学 大概每一个新生命的降临  都能给我带来相信这个世界并继续热爱它的勇气和信念看  那么多小生命迫不及待得想来到这个未知的世界那么  至少  这个世界因为每一个善良的人  不会太差  反而越变越好要相信这个世界更要相信自己@紫微你好 还有一位我的生命不 ​...全文
4092199287006036,中山大学走一圈、滨江路走一圈、北京路走一圈～今天步数应该也有10000+，消耗的cal不及一瓶可乐～甜品和情人都是老的好，就像仁信家的双皮奶，真是全宇宙最最好吃的～ 广州·昌兴街社区 ​
4092198691674217,顺德回来直奔中山大学南校区，曾经的岭南大学。走在其中，是一种古朴大气的美，参天古树和广阔草坪之间，错落分布着一座座颇具年代感的红砖小楼。正值春日午后，天气晴好，阳光金灿灿地透过树叶洒下来，康乐园简直如世外桃源一般。找到陈寅恪的故居，他的铜像坐在房前的草地上，解放后他盲着双目偏居岭 ​...全文
4092191754640281,中山大学👌 ​
4092188684414909,广体+中山大学+小蛮腰 广州·广州塔 ​
4092180114674666,近日读《易中天中华史》，兼整理清华大学陈来、人民大学梁涛、中山大学杨海文等教授的谈话，忽有感悟：对文明，每个人有不同的理解，每个历史时期，每个种族也都有不同的认知。但长征以为，若简单来分，可分三个层次：第一种，我不伤害你，你不伤害我；第二种，我不影响你，你不影响我；第三种，我帮助 ​...全文
4092177963073810,在小董看来，自己是受害者，有第一时间了解鉴定结果的权利。但是，“2月21日，伤情鉴定出来后，我最先是在电视上看到的，只有‘轻伤二级’几个字。”3月10日，在广州中山大学鉴定中心内，她再次进行伤情鉴定。两周后，丽江警方打电话告诉小董，鉴定结果依旧是“轻伤二级”，但没有透露具体内容。￼ ​...全文
4092177963073810,在小董看来，自己是受害者，有第一时间了解鉴定结果的权利。但是，“2月21日，伤情鉴定出来后，我最先是在电视上看到的，只有‘轻伤二级’几个字。”3月10日，在广州中山大学鉴定中心内，她再次进行伤情鉴定。两周后，丽江警方打电话告诉小董，鉴定结果依旧是“轻伤二级”，但没有透露具体内容。￼ ​...全文
4092177439656442,【中山大学】虽然在广州呆的时间不长，但这个城市也给我留下深深印象，这里的天气，这里的美食，中山大学之美，广州，我还会再来的。 ​
4092172234647694,天气好 心情好 心血来潮说走就走 中山大学✨ ​
4092170019907891,复古中山大学😊😊😊 广州 ​
4092168820064917,这段时间一直在路上被中山大学残酷的pass卖身中电投 湖北大别山电厂了以后赚钱养家    想买啥买啥 在山沟沟里刻苦学习  走进大城市[加油] 衡阳 ​
4092159713738493,广州第一日中山大学－石室圣心大教堂－點都德聚福楼－沙面－富力海珠城 广州·沙面 ​
4092155188233606,好吧，陈书记和罗校长节假日也在中山大学珠海校区办公，居然在我的地盘门口偶遇。这样的努力的确是常态。更多时候，责任、权力和付出成正比。当然，这也是我们的事业突飞猛进的基础所在。 珠海·香洲区 ​
4092142668498166,中山大学医学院皮肤必修课，皮肤不好的妹子必须学学，比外面美容院管用100倍！！get！ ​​​​
4092142512918023,孩子怕吃药妈妈有绝招中山大学附属第三医院儿科护长彭碧秀也提醒，强行给孩子“灌药”，不但有可能造成孩子呕吐，还可能把药水灌进气管引起窒息。喂药水，用注射器。在儿科病房，护士经常就会用注射器给两岁以下的孩子喂药水。 ​
4092133029651623,乾清网评论员：检测不是此次事故的焦点。事实清楚，是否适用《消费者权益保护法》是关键。中大女生骑摩拜单车眼眶摔骨折 _中山大学保卫处治安交通科科长杨志强表示，保卫处已经将事发现场监控视频保存好。“如果需要，随时可以提供视频。” 『中大女生骑摩拜单车眼眶摔骨折 称将向摩拜索赔_手机凤凰 ​...全文
4092155188233606,好吧，陈书记和罗校长节假日也在中山大学珠海校区办公，居然在我的地盘门口偶遇。这样的努力的确是常态。更多时候，责任、权力和付出成正比。当然，这也是我们的事业突飞猛进的基础所在。 珠海·香洲区 ​
4092142668498166,中山大学医学院皮肤必修课，皮肤不好的妹子必须学学，比外面美容院管用100倍！！get！ ​​​​
4092142512918023,孩子怕吃药妈妈有绝招中山大学附属第三医院儿科护长彭碧秀也提醒，强行给孩子“灌药”，不但有可能造成孩子呕吐，还可能把药水灌进气管引起窒息。喂药水，用注射器。在儿科病房，护士经常就会用注射器给两岁以下的孩子喂药水。 ​
4092133029651623,乾清网评论员：检测不是此次事故的焦点。事实清楚，是否适用《消费者权益保护法》是关键。中大女生骑摩拜单车眼眶摔骨折 _中山大学保卫处治安交通科科长杨志强表示，保卫处已经将事发现场监控视频保存好。“如果需要，随时可以提供视频。” 『中大女生骑摩拜单车眼眶摔骨折 称将向摩拜索赔_手机凤凰 ​...全文
4092128705171323,# @中山大学 你任何为人称道的美丽 不及我第一次遇见你 广州·中山大学 ​
4092107172041664,司机终于来了。出发之前，我见识了一场隆重的告别。原来，丹妮艾拉是跟着一群中山大学的教授和研究生一起来到云门寺的。现在，丹妮艾拉就要与他们分别，并跟着另一个外国人离开了。学者们看起来很担心，他们心里一定在想：“这不是盲人骑瞎马么？”我想对他们说，那什么，老夫可是匹识途老马。但我知道 ​...全文
4092106139668946,广州·中山大学图书馆[星星][星星][星星][星星][星星]，感觉自己读了个假大学 广州·中山大学图书馆 ​
4092102969570824,春色撩人@中山大学 求翻牌～ ​
4092096031561604,少吃外卖多下楼哈哈哈哈@中山大学 ​
4092094144702054,嫉妒中山大学教学楼在山上操场在海上 台湾·打狗英国领事馆 ​
4092064746464019,国立中山大学 终于有机会成为你的学生 问人间政治之道以善政天下 求公共管理之理为良治中国 ❤好爱政务院❤  对得起考研路上的一切泪水和隐忍 研究生教授抢夺大战开始了！！抢到了心仪的教授感谢 感恩 扫墓的时候 和外公分享心里话 三柱香过后 外公一定听得见 #考研# ​
4092063723089446,陽光太暖像夢一樣@中山大学 广州·中山大学南校区图书馆 ​
4092054948602103,表白中大@中山大学 @中南大学 @湖南大学 长沙·河西大学城 ​
4092028888865314,最普通的日常是最好的天气With you and basketball@中山大学 珠海 ​
4091883627885237,手帐本上有一个今年的心愿是听一场彩虹的合唱，但没有想到今晚竟然大合唱《彩虹》了！谢谢中大东团和各位老师带来的满满诚意满满感动，感谢音乐，感谢合唱，让我的生活有惊喜有希望@金承志Aaron @中山大学广州校区东校园合唱团 ​
4091879718987339,#小每天的广州实习#北大创业团队全新打造，学术直播平台招募学术助理！中山大学的同学简历发送至li_zhr@hisuntech.com ​
4091862354330087,@中山大学 内心的一抹阳光，              默默劝自己努力，                            希望不负韶华。 ​
4091855186751727,20170401:北京路的喜茶永远都有排不完的队 圣心石室教堂适合拍艺术照 广州塔的小蛮腰 敲级赞的广式早茶 从南走到北都走不完的中山大学 坐了一晚游轮的珠江夜景 广州 ​
4091838447065298,广州3天行第一天：上下九，小蛮腰，玉器批发市场第二天：沙面，药材批发市场，陈家祠，石室圣心大教堂，状元坊，坚记面店第三天：走到虚脱的一天，华南师大，暨南大学，华农大，华工大，中山大学，北京路的百花甜品店，银记肠粉，1850创意园 广州 ​
4091836853053122,大爱有声——爱心伴你行，百位名医进社区，本周携手中山大学眼科中心、肿瘤医院给市民大众带来了两场名医讲座，健康让生活更美好！ ​
4091829543075209,非典那一年的四月一日，我在广州，一直到八月份才回，错过亲身经历北京非典围城的历史。在沙面看老房子，在二沙岛吃牛排，从中山大学轮渡珠江到北京路，在路边摊吃龟苓膏，在华南植物园湖边的亭子里和大学室友躲雨剥荔枝，和同事开车去虎门兜风。真是单纯美好的记忆，不知不觉竟然过了十四年。 ​
4091816956057552,走在风中 今天阳光 突然很温柔@中山大学 广州·中山大学 ​
4091810218907767,我说呀 你真是太好看啦@中山大学                               #中珠观光团的游客照 ​
4091801042353918,@张寒衣的店 @西望长安联名团 中山大学只有广州和珠海 @咕噜噜的明信片 @北平搞事团 我觉得咕噜噜是一个好好的女神搞事的章是不是翻身农民把歌唱的意思？@山城老火锅联名团 一起吃火锅！ 中山 ​
4091795102850565,明天自闭症日，让我们一起为孩子加油吧！@中山大学心理系 @北京自闭症智贯锐闻康复中心 @广东省残疾人康复中心 @大福自闭症关爱基金 ​
4091791710149878,这是我未来的儿子要上的幼儿园吗？不要小看这所幼儿园，广东省的上层人士的孩子都进不来，中山大学附属小学和附属中学，如果你不是中山大学的讲师之上的A岗编制讲师之上，档案在教育部备案的，您家的孩子是进不来这所幼儿园和中学的，还有很多外籍的知名教授的孩子在里面，不交任何学费，而且还有很多 ​...全文
4091790267498628,【不懂就问】中山大学岭南天堂学院它的学术研究方向主要是哪个方面？@中山大学 @中山大学摄影协会 ​
4091772122783014,终于，终于，在中山大学找到了写论文用的书，只是找到的太晚了一些… 广州·中山大学 ​
4091756921880988,600万一年的蜗蜗广告位😎在广州，中山大学旁[嘿哈] 秒拍视频 . ​
4091750542396618,南校的大树和春天❤❤@中山大学 ​
4091795102850565,明天自闭症日，让我们一起为孩子加油吧！@中山大学心理系 @北京自闭症智贯锐闻康复中心 @广东省残疾人康复中心 @大福自闭症关爱基金 ​
4091791710149878,这是我未来的儿子要上的幼儿园吗？不要小看这所幼儿园，广东省的上层人士的孩子都进不来，中山大学附属小学和附属中学，如果你不是中山大学的讲师之上的A岗编制讲师之上，档案在教育部备案的，您家的孩子是进不来这所幼儿园和中学的，还有很多外籍的知名教授的孩子在里面，不交任何学费，而且还有很多 ​...全文
4091790267498628,【不懂就问】中山大学岭南天堂学院它的学术研究方向主要是哪个方面？@中山大学 @中山大学摄影协会 ​
4091772122783014,终于，终于，在中山大学找到了写论文用的书，只是找到的太晚了一些… 广州·中山大学 ​
4091756921880988,600万一年的蜗蜗广告位😎在广州，中山大学旁[嘿哈] 秒拍视频 . ​
4091750542396618,南校的大树和春天❤❤@中山大学 ​
4091740015433772,保为康品牌防尘口罩 中山大学联合研发，券后 9.9元链接看评论哦！ ​
4091738438065857,从广州回沈阳的路上，还是会恨自己没有勇气，没有信心，没有志气，真的不会后悔吗，那可是自己曾经的梦想啊，可是一切都没有用了。中山大学，再见。 ​
4091733166399097,我院儿童保健部与中山大学妇幼系的合作科研项目《耳迷走神经刺激（t-VNS）项目》将进行第二次的对象招募网页链接 【笋嘢】好处陆续有来 ​
4091707366922084,💎好的产品就是要让人知道💎 ❤️换新装🍀🍀在位于黄金地段，广东广州中山大学附属第一医院、第八人民医院旁边包下一整栋4000多平方米，一年600万的广告位，只为告诉大家，“姜”蜗蜗带回家❗️“姜”健康带回家❗️ 网页链接 ​
4091689684127095,【残忍！珠海#市民当街宰杀白海豚# 渔政：正在调查】这几天，在网上流传着几张图片，图片上，有人在广东珠海宰杀国家一级保护动物白海豚，画面很是残忍！[愤怒]目前，当地渔政部门已经将残留的鱼的样本拿到中山大学进行物种鉴定。此案正在进一步调查中。 秒拍视频 ​
4091688404137749,雨后的第一天心情好起来了动力都回来了你好呀，四月[好喜歡][好喜歡][好喜歡]@中山大学 #Hi四月# ​
4091683879050577,#国立中山大学# “高雄最美大学”称号当之无愧@台湾自由行 台湾·西子湾风景区 ​
4091670204576046,极其厌恶中山大学北校区近几年大家别想不开来中大学医谢谢#中山大学# ​
4091668397496805,师兄初试被中山大学录取了迷茫的我还在徘徊不为什么，想到为我默默辛苦赚钱的爸妈再怎样也该努努力为了未来的我变优秀得到薛总认可我也该努努力四月，全力以赴的四月。撑起我的V字型走起！ ​
4091660684694530,第六届岭南论坛开幕，广东省政府党组成员陈云贤作开幕致辞。中山大学党委书记陈春声致辞。 ​
4091638957773619,想做一只哈士奇，撒欢在你的大草坪……@中山大学 ​​​
4091638756401990,中山大学公开课【墓葬研究：考古人类学的案例】3集，郭立新主讲。【考古文博公开课】墓葬研究——考古人类学的案例 |  中山大学 郭立新教授 Up：芣尘记 ​
4091530610574886,今天离开台中来到了玛莎的故乡高雄早上出门时碰到了我的Dream Car真的开心下午坐在美丽岛捷运站里面的光之穹顶旁边给朋友们写了很久明信片，久到错过了原本想去看的西子湾日落，昨天也错过了高美湿地的日落，可能我和日落没缘吧不过骑着电动车吹着海风在渐入夜色的国立中山大学附近游荡 ​...全文
4091520724712650,#中山大学##行政管理##考研# 求中山大学行政管理的研究生学姐学长们的联系方式微博账号 @中山大学 @中山大学研究生院 ​
4091419410810386,中山大学第十届实习医生临床技能大赛举办成功～ 广州·中山大学北校区 ​
4091399030720683,【喜报】热烈祝贺王先哲同学被录取为中山大学人类学硕士研究生！👍🏻 ​
4091398875575491,#自闭症日，展现你的关怀#自闭症讲座正在进行中，教授传递着自身的经验，家长们很认真的聆听。中山大学孙逸仙纪念医院南院区十二楼会议室 ​
4091382614758067,当年应该好好学习的！！！ @中山大学 广州·中山大学小北门 ​
4091381159160079,庆幸的是我 一直没回头 终于发现 真的会有绿洲🍃@中山大学 @中山大学研究生院 @中大Din ​
4091378637640138,春暖花开小心皮肤病来袭 专家支招防病防晒攻略 春暖花开，羊城成了名副其实的花城。家庭医生在线编辑从中山大学孙逸仙纪念医院了解到，近期皮肤科门诊人数明显增加，主要是过敏性疾病的病人增多。网页链接 ​
4091376876575632,住我楼下的女孩子 我们认识十几年了小时候都一起捣蛋还一起睡觉前两天妈妈和我说 她考上了中山大学研究生而我 在家休了一周多每天都是 嗜睡 贪玩 好赌没动力没理想没目标的三没少女我能怎么样 我很绝望啊 ​
4091366377999496,真是奇怪了你这个人，放着你中山大学、发达省份的同学不找，放着你同是985.211重点大学的同事不玩，整天和那个民办大学的勾搭在一起干什么？就会出馊主意给你挑拨我们，你居然还每次都参考他的意见，你怎么是这样子的？ ​
