4841,省内非深户因公赴台办理流程,深圳市人民政府台湾事务办公室,2016.12.19,2016.12.22,"请问省内非深户因公赴台办理流程是怎样的呢？要去指定地点办理吗？如何办理呢？
		","你好，相关答复如下：
1.所在单位为深圳市独立法人的单位员工，无论是否深户均可申办因公赴台手续；
2.办理地点在福田区上步中路1023号6楼深圳市台湾事务办公室；
3.具体办理可进入深圳市台湾事务办公室网站搜索，也可拨打深圳市台湾事务办公室网站上指明的咨询电话。谢谢！
"
4849,引進台灣優秀人才來深圳陸資企業工作的優待政策,深圳市人民政府台湾事务办公室,2016.12.14,2016.12.22,"您好！我公司是國內陸資企業，想在深圳設立一家醫療器械生產企業並想引進一些台灣的專業技術人才，不知道這方面有何優待政策？謝謝！朱春明 
		","你好，深圳的政策属普惠政策，可参照深圳市“关于促进人才优先发展的若干措施”申请相关优惠。谢谢！
		
		"
5103,台湾人在深圳定居，孩子上学问题,深圳市人民政府台湾事务办公室,2016.12.07,2016.12.15,"孩子面临没有高中可以读
		","你好，台胞子女在深圳9年义务制教育阶段学习，享受甚至比深圳市民更优惠的待遇。高中阶段读书，凭成绩入学，如成绩不好，读不了普通高中，则可考职高，如成绩仍不过关，则只能寻求私立学校接收读高中。如需进一步咨询，可电88134913。谢谢！
"
6042,入學（小學）,深圳市人民政府台湾事务办公室,2016.11.22,2016.11.28,"我是台商.目前已經定居深圳.老婆是湖南人.我現有一女兒明年準備入學小學.準備讀深圳國內小學.我看網上說要到市台辦辦理手續？不知要辦什麼手續？需要什麼資料？謝謝
		","您好，请持大人与小孩的台胞证，住房或租房证明到所在区台办办理入学证明书，然后去各区教育局办理入读手续，谢谢！
		
		"
6867,辦理廣東省台灣人士子女業餘運動員注冊,深圳市人民政府台湾事务办公室,2016.10.25,2016.11.01,"孩子自小在深圳就讀，平常時間喜愛游泳，也参加游泳俱樂部和各類游泳競賽，最近教練通知表現優秀的選手可以注冊全國業餘運動員資格，方便参加活動，請問台灣人士子女該如何辦理？
		","您好，注册业余运动员事，事权在市、区文体旅游局，请直接咨询市、区文体旅游局。谢谢。
		
		"
7850,陸生在臺考駕照回深圳換證的疑問,深圳市人民政府台湾事务办公室,2016.09.23,2016.09.27,"我是一名在台灣讀四年學士班的陸生，目前已經是我在台灣的第四年。去年年底我在台灣報考駕照後於今年7月回深圳辦理換證，但被告知我去年年底兩次出入境記錄之間不滿三個月。我12月初家中有事返回深圳一趟，并于1月放寒假回家，駕照在此期間內核發，但我無論是報考駕訓班，還是考試日期，都可以證實我之前曾滿3個月逗留于台灣，請問台辦是否能證明我在台灣的長期學習居留經歷？
		","您好，在台考驾照回深圳换证，请直接询问深圳市交警局车管所；您在台湾的长期居留证明，市台办无此事权，不能出具，建议一：自行解释，二是如需办理两岸间的公证，若在在台湾请找海基会，若在深圳请找深圳市公证处。谢谢
		
		"
8481,东莞居民怎么去台湾 要自由行出席商务活动,深圳市人民政府台湾事务办公室,2016.09.06,2016.09.07,"我们是日本公司在深圳的分公司我们做条码打印机的，我们集团在台湾有公司 立象打印机 我们的代理商宏山受邀请去台湾参观工厂和商务活动，这次去的人是2个东莞户口，2个江西户口，不能自由行，故需要办理台湾商务签，怎么办理？
		","您好，深圳公司员工因公赴台需按深圳市台办网站上的深圳居民因公赴台要求提交资料，然后持批复去深圳市公安局办大陆居民往来台湾通行证；非深圳户籍的深圳公司员工按深圳市公安局要求办理，可申请批复，能否办理通行证。谢谢。
		
		"
8998,不在深圳就读大学学生办理赴台批件,深圳市人民政府台湾事务办公室,2016.08.08,2016.08.15,"请问深圳户籍学生但就读大学不在深圳，已收到邀请函与入台证，可否在深圳市台办办理批件？
		","您好，因广东省台办中发的名单中没有您，所以必须回学校所在地（上海），前往上海台办开具赴台学习证明，然后持赴台学习证明到深圳市公安局办理大陆居民往来台湾通行证。谢谢。
		
		"
9412,2016年赴台湾学习的学习证明什么时候可以去办理,深圳市人民政府台湾事务办公室,2016.07.25,2016.07.28,"1.2016年赴台湾学习读研究生的学习证明什么时候可以去办理？ 2.如果本人有事，可以家人代领么，需要带什么证件？ 
		","您好，请关注深圳市台办网站右下角在线访谈栏目中的访谈实录，其中有详细说明，参加培训时间请注意短信通知及关注我办网站公告。谢谢。
		
		"
9572,赴台学习证明相关事宜,深圳市人民政府台湾事务办公室,2016.07.18,2016.07.19,"您好！我今年9月即将在台就读硕士，想请问您以下几个问题： 1、本人目前生活在广州，户籍在深圳，可否就近在广州办理？ 2、行前培训的时间是何时呢？ 3、办理赴台学习证明所需要的资料有哪些？感谢您，祝您工作顺利！
		","您好，
1.您可以就近在广州办理此事，可与广州市台办联系；
2.行前培训时间暂时未定，要等上级台办将总名单下发并核对后才能确定；
3.需要什么资料请参考我办网站在线访谈栏目。
"
9585,关于陆生硕班赴台之《赴台学习证明》的询问,深圳市人民政府台湾事务办公室,2016.07.14,2016.07.19,"老师您好，我是赴台北科技大学专插本二技毕业生，已被台北科技大学硕士班录取。我有看同学的回复，但还有一些疑问，想询问一下您。 1、已经准备好身份证复印件、入台证复印件、录取通知书复印件。还需要其他证件吗？ 2、想询问学制证明是什么，是在台学校的毕业证吗？ 3、想询问一下关于培训的具体时间是什么时候？麻烦您了，感谢您~！
		","您好，请看我办网站在线访谈栏目，看完仍不清楚可通过电话咨询，我办电话88134913。
		
		"
9592,学习证明开具,深圳市人民政府台湾事务办公室,2016.07.14,2016.07.19,"请问今年赴台学习证明大概什么时候可以开始办理，办理学习证明时间与培训时间是同一天吗？
		","您好，请关注深圳市台办网站右下角在线访谈栏目，其中有详细说明，办理学习证明时间与培训时间请注意短信通知以及关注我办网站公告。
		
		"
9610,如何辦理赴台學習證明,深圳市人民政府台湾事务办公室,2016.07.12,2016.07.18,"您好，陸生如何辦理赴台學習證明?需要提交哪些材料?
		","您好，请关注深圳市台办网站右下角在线访谈栏目，其中有详细说明，参加培训时间请注意短信通知及关注我办网站公告，谢谢。
		
		"
9630,赴台学习证明,深圳市人民政府台湾事务办公室,2016.06.27,2016.07.18,"请问如何联系贵单位开一张赴台学习证明？
		","您好，请关注深圳市台办网站右下角在线访谈栏目，其中有详细说明，参加培训时间请注意短信通知及关注我办网站公告，谢谢。
		
		"
18116,一名深圳大学的台湾学生的疑问（现行政管理专业）,深圳市人民政府台湾事务办公室,2015.08.09,2015.08.17,"在大学经过有关行政管理的学习后（毕业后），台湾学生可以在深圳市人民政府台湾事务办公室工作吗？需要经过公务员考试吗？还有什么具体要求吗？希望可以回答我的问题，谢谢！
		","您好，我办为深圳市政府工作部门，纳入公务员系统管理，进入我办工作需参加全市统一的公务员考试。据了解，由于两岸关系现状，目前参加我市公务员考试暂未向台湾居民开放，具体情况可向市人力资源和社会保障局了解。谢谢。
		
		"
18615,加拿大人在台如何申请来大陆的签证？,深圳市人民政府台湾事务办公室,2015.07.28,2015.07.28,"我儿子从加拿大到台湾旅游，想来深圳玩几天，在台可办签证吗？ 如何办理？
		","您好，该问题请向深圳市公安局出入境管理处咨询，电话：0755—84465490。谢谢。
		
		"
18728,有关办理---入台证,深圳市人民政府台湾事务办公室,2015.07.20,2015.07.23,"我公司人员已办好<通行证>,现计划到台湾进行商务会议,是否可到贵处办理<入台证>? 谢谢!
		","您好，1、请邀请方帮忙办理入台证；2、请邀请方出具邀请函、行程表、公司背景材料等6项内容；3、办理公务赴台需35-40天时间。谢谢。
"
