2016-10-30 16:53,1864642164,风吹双子座,0,票贩子特别可恶，强烈要求国家立法，专门主治,https://tva3.sinaimg.cn/crop.0.0.640.640.180/6f242e74jw8f0d86ut7czj20hs0hsmxs.jpg
2016-10-20 19:33,5687162744,空明无常,0,全部移民好了。国家自己都这样了，还谈什么抗日,https://tva4.sinaimg.cn/crop.0.0.100.100.180/006cSKPmjw8evgbrou4wyj302s02sa9v.jpg
2016-04-03 02:49,5108848703,Penny_0112,0,"回复<a href='https://m.weibo.cn/n/_KyungJing'>@_KyungJing</a>:难道学医时候的出发点不是救人至上吗？以和黄牛联合的方式坑患者这样对吗 要是社会一直是这样那得有多少鲜活的生命无奈离世 赚大钱真的有那么重要吗？这些钱放在兜里心不慌吗？之前看电视剧 医生说自己是贱民 什么是贱民？就是患者哪怕身无分文 你也要冲到他身边救他！果然 电视剧就只能是电视剧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.12.750.750.180/005zKcVxjw8fcbxse3tiwj30ku0lijsc.jpg
2016-04-03 02:34,5108848703,Penny_0112,0,其实大可换家医院 又不是只有这一家医院能治病 专家号是好 但不代表普通医生没本事 大家都这么捧专家号 搞得现在不仅贵还限量 真正的医生不应该都是医者仁心？什么专不专家号 能看好病的就是好大夫。,https://tva1.sinaimg.cn/crop.0.12.750.750.180/005zKcVxjw8fcbxse3tiwj30ku0lijsc.jpg
2016-02-27 22:07,1879909671,Xzy_Panda,0,供出一个医生，辞退一个，狠罚，罚没5年所得，永不录用。我看谁还敢再犯。,https://tva1.sinaimg.cn/crop.0.0.180.180.180/700d2527jw1e8qgp5bmzyj2050050aa8.jpg
2016-01-31 09:38,5629414666,隋松雨seoer,0,抓了又能怎么样，犯罪成本那么低，关几天出来，重操旧业,https://tva3.sinaimg.cn/crop.0.0.40.40.180/0068YrUKjw8et25a166kdj3014014a9t.jpg
2016-01-30 18:56,2136763401,BilibiliboPen,1,回复<a href='https://m.weibo.cn/n/林孤leous'>@林孤leous</a>:我都快死了还会为了省几个挂号费去排队挂号吗？,https://tva2.sinaimg.cn/crop.0.0.996.996.180/7f5c6c09jw8f31pavomwij20ro0ro79o.jpg
2016-01-30 15:01,3189879164,盼不到的林胖,0,回复<a href='https://m.weibo.cn/n/许梓乔'>@许梓乔</a>:你是不是快死了！黄牛帮你挂号，捕姨去，街市小死未了,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/be21b17cly8ffqq9fbib7j20ro0rodic.jpg
2016-01-30 14:14,2136763401,BilibiliboPen,0,回复<a href='https://m.weibo.cn/n/林孤leous'>@林孤leous</a>:如果你得了急病快死了，挂不到号。并不是因为黄牛把你的号抢走了，二十和你同样有急病快死的人出高价和你在抢。同样都是快死了，为什么要给你先治呢？黄牛固然可恶，但是问题的根本并不在黄牛这儿，就算把黄牛彻底赶走了，你还是不一定能看到病。,https://tva2.sinaimg.cn/crop.0.0.996.996.180/7f5c6c09jw8f31pavomwij20ro0ro79o.jpg
2016-01-30 12:36,3189879164,盼不到的林胖,0,回复<a href='https://m.weibo.cn/n/许梓乔'>@许梓乔</a>:反正就是那些黄牛扰乱社会秩序，那些黄牛总是不劳而获，人家赚钱不易，他们不工作，捞偏门，占着病号赚钱，你有想过别人病死了怎么办，一切都是该死的黄牛，中国还有你们这种人维护黄牛，恶心,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/be21b17cly8ffqq9fbib7j20ro0rodic.jpg
