2016-04-20 16:01,5773992663,用户5773992663,0,回复<a href='https://m.weibo.cn/n/城里的小灰'>@城里的小灰</a>:现在的中国真的没法呆了,https://tvax3.sinaimg.cn/crop.0.15.1242.1242.180/006iL5fVly8fe1nzinoy8j30yi0zdaeh.jpg
2016-02-24 13:57,5575429050,用户5575429050,1,司法，公安机关就不能联合执法，严历打击，加大力度，严判，最少三年！,https://tva2.sinaimg.cn/crop.0.0.438.438.180/0065jVN0jw8f5i4zgpfvrj30c60c63yx.jpg
2016-02-21 11:53,5575429050,用户5575429050,1,法律要严！手断要很！,https://tva2.sinaimg.cn/crop.0.0.438.438.180/0065jVN0jw8f5i4zgpfvrj30c60c63yx.jpg
2016-02-09 20:38,2634310761,黄河1114,0,难道警方和有关部门真的发现不了这一现象？只是不想管而已啦，因为和谐社会也有号贩子的份对吧？,https://tva2.sinaimg.cn/crop.0.0.180.180.180/9d046469jw1e8qgp5bmzyj2050050aa8.jpg
2016-02-01 11:26,2982386183,再喊话,0,有关部门刻意控制正规医院的规模和数量才是关键；医院规模和数量极缺时医学院校毕业生就业需要公关、就算如愿找到工作也会成为压力巨大的廉价劳工，医药设备厂商想卖的好需要公关，老百姓挂号难、看病贵是最后恶果的直接表现。不要说什么没经费无力建设更多更大医院，医院的盈利水平比商场超市还低吗？,https://tva4.sinaimg.cn/crop.0.0.720.720.180/b1c39a07jw8evu5ag9yvnj20k00k03zb.jpg
2016-01-31 01:03,3123783901,虎珀a,0,回复<a href='https://m.weibo.cn/n/我爱背古诗'>@我爱背古诗</a>:解铃还须系铃人在保安和内部人员,https://tva4.sinaimg.cn/crop.0.0.572.572.180/ba3128ddjw8ez6rtj48ezj20fw0fxwfq.jpg
2016-01-31 01:01,3123783901,虎珀a,0,回复<a href='https://m.weibo.cn/n/Mr花生粥'>@Mr花生粥</a>:都是因为这种心理,https://tva4.sinaimg.cn/crop.0.0.572.572.180/ba3128ddjw8ez6rtj48ezj20fw0fxwfq.jpg
2016-01-30 17:38,1657597105,想想明天是啥样,0,爱国？呵呵呵。我恨我出生在中国,https://tva2.sinaimg.cn/crop.0.0.512.512.180/62ccecb1jw8eua5rdf6fgj20e80e8wfp.jpg
2016-01-30 13:59,1018804492,我要光速的wifi,0,回复<a href='https://m.weibo.cn/n/Baymax艳艳'>@Baymax艳艳</a>:求微信,https://tvax2.sinaimg.cn/crop.2.0.508.508.180/3cb9b90cly8ffj8le278nj20e80e4aaf.jpg
2016-01-30 11:42,5607524427,你们这么萌是想萌死我嘛,0,回复<a href='https://m.weibo.cn/n/珊珊来迟似浮萍'>@珊珊来迟似浮萍</a>:靠，这黑暗的社会！,https://tva4.sinaimg.cn/crop.0.0.100.100.180/0067uBgnjw8es3q777mszj302s02s0sj.jpg
2016-01-30 10:22,5792091071,Baymax艳艳,0,回复<a href='https://m.weibo.cn/n/我要光速的wifi'>@我要光速的wifi</a>:嗯嗯，但愿大家都健健康康，,https://tva4.sinaimg.cn/crop.103.237.592.592.180/006jZ1tJjw8eyzbao99noj30m80tnjvg.jpg
2016-01-30 07:45,2512774303,啤U皮U,0,回复<a href='https://m.weibo.cn/n/爱逛街爱玩乐的射手星人'>@爱逛街爱玩乐的射手星人</a>:每周医生门诊的都不一样，黄牛那都有他们的排班表，你是其中一员么？这么急于辩解？黄牛有他们难处，你咋不想想这些患者的难处。,https://tvax1.sinaimg.cn/crop.0.15.750.750.180/95c5e49fly8fembt40gprj20ku0lpgn5.jpg
2016-01-30 07:44,2512774303,啤U皮U,0,回复<a href='https://m.weibo.cn/n/爱逛街爱玩乐的射手星人'>@爱逛街爱玩乐的射手星人</a>:还有，我意思是走后门，不从正常排队进入的地方进入。不知道就别乱说，说实话的人遭报应，行啊，我看看谁会遭报应。,https://tvax1.sinaimg.cn/crop.0.15.750.750.180/95c5e49fly8fembt40gprj20ku0lpgn5.jpg
2016-01-30 07:42,2512774303,啤U皮U,0,回复<a href='https://m.weibo.cn/n/爱逛街爱玩乐的射手星人'>@爱逛街爱玩乐的射手星人</a>:你怎么知道我是凭空，我说的是事实。你就是黄牛吧，激动什么，我要说的是实话你就遭报应。,https://tvax1.sinaimg.cn/crop.0.15.750.750.180/95c5e49fly8fembt40gprj20ku0lpgn5.jpg
