转发微博,2017-03-06 00:35,2612925067,LilyL122,https://tva3.sinaimg.cn/crop.1.0.510.510.180/9bbe128bjw8fb5h42ddwbj20e80e674v.jpg
母亲的伟大，女儿任性，老师没有教过你“知错就改”吗？承认自己的错误，为什么就这么难，“我以为”～……,2017-02-12 08:03,5079176236,淡淡的丁香花味,https://tva2.sinaimg.cn/crop.0.0.664.664.180/005xJHLmjw8f7739f8aw6j30ig0igabb.jpg
//@中国新闻网:【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】30日晚，赵菁发声明表示，此前参加的栏目传播有误，她并未承认自己负主要责任，而是推广部门为博人眼球断章取义，删除了嘉宾及本人的重要观点。她表示只对自己母亲道歉，自始至终认为动物园应当负主要责任。(法制晚报),2016-12-04 09:59,5750755039,1998wangdi,https://tva1.sinaimg.cn/crop.0.0.996.996.180/006hbA5xjw8fa3axa3fcgj30ro0rpmzn.jpg
转发微博,2016-12-03 01:59,2191372977,LuoHui6969,https://tva4.sinaimg.cn/crop.0.0.640.640.180/829db2b1jw8ee2ng2r7k5j20hs0hs75z.jpg
转发微博,2016-12-02 07:52,2643934511,才军本人,https://tva3.sinaimg.cn/crop.106.0.640.640.180/9d973d2fjw8eozff3skkcj20np0hswgb.jpg
瞧这一家子，不要底线了//@米瑞蓉: 本来都忘记了，这不，又出来了，唉//@中国新闻网:【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】赵菁发声明表示栏目传播有误，她并未承认自己负主要责任……她自始至终认为动物园应当负主要责任,2016-12-02 03:01,3197899000,陕北苹果哥,https://tva3.sinaimg.cn/crop.160.17.480.480.180/be9c10f8jw1f8siba4ymij20m80ebtcu.jpg
//@中国新闻网:【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】30日晚，赵菁发声明表示，此前参加的栏目传播有误，她并未承认自己负主要责任，而是推广部门为博人眼球断章取义，删除了嘉宾及本人的重要观点。她表示只对自己母亲道歉，自始至终认为动物园应当负主要责任。(法制晚报),2016-12-01 17:10,5780138679,大家都叫鱼大夫,https://tvax2.sinaimg.cn/crop.7.0.735.735.180/006jaS7dly8fe45ixyisqj30ku0kf3zi.jpg
母爱伟大,2016-12-01 16:38,3217647837,Johnny201314,https://tva2.sinaimg.cn/crop.0.0.180.180.180/bfc968ddjw8e7q15tu2v9j2050050a9z.jpg
为何要上这些节目 让身心再受煎熬。主持人还一副很伟大的样子。[挖鼻][挖鼻],2016-12-01 13:56,2291184402,明天全靠猜,https://tvax2.sinaimg.cn/crop.0.0.1130.1130.180/8890b312ly8ffe8v4t6mwj20ve0vegox.jpg
//@中国新闻网: 【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】30日晚，赵菁发声明表示，此前参加的栏目传播有误，她并未承认自己负主要责任，而是推广部门为博人眼球断章取义，删除了嘉宾及本人的重要观点。她表示只对自己母亲道歉，自始至终认为动物园应当负主要责任。(法制晚报),2016-12-01 11:51,1196221333,心跳加速55555,https://tva1.sinaimg.cn/crop.0.0.180.180.180/474ce395jw1e8qgp5bmzyj2050050aa8.jpg
林子大了，什么都有！无语！ //@米瑞蓉:本来都忘记了，这不，又出来了，唉//@中国新闻网:【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】赵菁发声传播有误，她并未承认自己负主要责任，而是推广部门删除了本人的重要观点。她表示只对自己母亲道歉，自始至终认为动物园应当负主要责任。,2016-12-01 11:16,1315878595,tongxinweibo,https://tva1.sinaimg.cn/crop.0.0.180.180.180/4e6eb6c3jw1e8qgp5bmzyj2050050aa8.jpg
