05-14 20:29,6004379660,十六岁的大叔,0,今天母亲节，无论谁对错，我只看到了一个女儿对母亲的愧疚！,https://tva2.sinaimg.cn/crop.0.10.492.492.180/006ylLrejw8f8icn4cw4lj30do0e8t94.jpg
05-06 19:18,2645865471,管太多女士,0,回复<a href='https://m.weibo.cn/n/Corny_W'>@Corny_W</a>:你真的是一个人?算了 我都懒得骂你了 脑子是个好东西 希望你也有,https://tva1.sinaimg.cn/crop.0.0.750.750.180/9db4b3ffjw8ezw2l92xuej20ku0kumyc.jpg
05-02 20:21,5447420204,小磊oooo,0,是他害死自己母亲的。良心一辈子都活在愧疚之中。希望他能看到,https://tva2.sinaimg.cn/crop.0.0.852.852.180/005WEOQcjw8enn1kepiwmj30no0npjtt.jpg
04-22 22:07,2413655322,嗨嗨嘛嘛,0,看到这么多人在骂你，我放心了。,https://tva3.sinaimg.cn/crop.0.0.1144.1144.180/8fdd751ajw8f6jeqm5mmkj20vs0vs76n.jpg
04-18 15:51,5846532354,默默的爱_y,0,真是泼妇 还敢上节目 说得那么可怜 给人家同情,https://tva3.sinaimg.cn/crop.0.0.996.996.180/006nFs8Wjw8fc48efezybj30ro0rpae9.jpg
03-31 00:01,2854384342,soyoungi-,0,我想说的是 她妈妈去救的她 那她老公干什么呢在？ 作为男的 而且还是他老婆诶 为什么最后是她妈妈牺牲了 她老公在那里干嘛？看着？,https://tva4.sinaimg.cn/crop.0.0.750.750.180/aa2272d6jw8fb1mzq2gqhj20ku0kugmm.jpg
03-25 10:29,5671993864,飞天小小女子,0,看完评论，只能说，人心太冷淡，不管是不是她作死，人家都已经付出惨痛的代价了，台词是背的这一点我也无法忍，但她后面说的什么骂她小三等各种过分的话这确实是真的，不知道真相就不要过多的去评论人家的好坏，去污蔑人家，做人可以理智一点吗。不管真相怎样，我们都要持怀疑态度去看待，不要那么肯定,https://tva4.sinaimg.cn/crop.0.0.480.480.180/006bR6I0jw8euw3joo7t6j30dc0dcq3b.jpg
03-10 13:52,5137560413,Ajing-lens,0,还下辈子还做你妈妈，你妈妈碰到你这样的女儿也是倒霉，下辈子还因为你死啊，你妈没了你爸怎么办啊，一辈子的人啊，就这么没了，你自己上个节目全程背作文，这主持人们也是没谁了，竟然还为了你故意抹黑自己，然后又为你道歉，全程为洗白你。全是因为你有个好妈妈。不是因为你妈妈我真想骂死你！,https://tva1.sinaimg.cn/crop.14.0.722.722.180/005BGG9Djw8f9sw793481j30ku0k20tk.jpg
02-28 23:48,1745914715,锦小盆,1,"一个逼窦就阔死你咧，看你外球事哇还有脸上电视？有些人上辈子是畜牲变的这话我现在信了，钱就能买来你失去母亲的心痛嘛？好好静下来，慢慢赎罪吧，不要再闹了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tvax3.sinaimg.cn/crop.6.0.738.738.180/68108b5bly8fdk7bkg9cfj20ku0kigmt.jpg
02-12 18:25,3019815615,马卡小喵,0,"打完草稿的背书。。。我怀疑我看到了假的自责<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;""></span>这不是疏忽大意。就是你的错",https://tva3.sinaimg.cn/crop.0.0.664.664.180/b3febabfjw8f6gpnzxcw1j20ig0igt9e.jpg
02-09 00:31,5702904001,2恣宓,0,她以为是动物园的休闲区，可以下车？她提到她去东北老虎园也有一个这样的休闲区，可以下车。,https://tva4.sinaimg.cn/crop.0.0.50.50.180/006dWNQBjw8ew2fvy1qsoj301e01emwx.jpg
02-08 09:38,5387824933,报告老师我想上厕所-,0,回复<a href='https://m.weibo.cn/n/www禹森'>@www禹森</a>:她是水军，，蹭热度的。,https://tva4.sinaimg.cn/crop.0.0.996.996.180/005SCLo9jw8f5qaa27jifj30ro0rodhw.jpg
02-08 09:36,5387824933,报告老师我想上厕所-,0,回复<a href='https://m.weibo.cn/n/空空喵喵喵喵'>@空空喵喵喵喵</a>:你是法盲吧，还毫无责任,https://tva4.sinaimg.cn/crop.0.0.996.996.180/005SCLo9jw8f5qaa27jifj30ro0rodhw.jpg
02-08 09:33,5387824933,报告老师我想上厕所-,0,回复<a href='https://m.weibo.cn/n/下个地点等你'>@下个地点等你</a>:她是觉得现在舆论都再说她，不得不找理由澄清自己，明显就是在背稿子。,https://tva4.sinaimg.cn/crop.0.0.996.996.180/005SCLo9jw8f5qaa27jifj30ro0rodhw.jpg
02-08 09:31,5387824933,报告老师我想上厕所-,0,骗同情，好恶心，像背书一样，只说自己如何如何难过，推卸给动物园责任，母亲死的好冤好可怜，而她呢，只是要钱要钱要钱求赔偿。,https://tva4.sinaimg.cn/crop.0.0.996.996.180/005SCLo9jw8f5qaa27jifj30ro0rodhw.jpg
02-06 00:19,3318066142,师姐QAQ,0,<a href='https://m.weibo.cn/n/陳瓚瑒'>@陳瓚瑒</a> 主持人虽然厉害，但这女的脸皮已经无敌了,https://tvax2.sinaimg.cn/crop.0.0.750.750.180/c5c5abdely8fesbzoi4ayj20ku0ku3z8.jpg
02-05 22:00,2741622817,AutumnLucky,0,她现在的起诉重点是认为园方没有尽到救援的义务，母亲被抬到面包车后没有急救措施。那如果母亲被救了，那她会不会起诉园方老虎呢？,https://tva4.sinaimg.cn/crop.0.0.996.996.180/a369d821jw8fagwyln51oj20ro0rpdjk.jpg
02-05 21:53,2741622817,AutumnLucky,0,同样觉得她可能在撒谎，从她下车的形态看，她是知道那个地方可能存在危险的。,https://tva4.sinaimg.cn/crop.0.0.996.996.180/a369d821jw8fagwyln51oj20ro0rpdjk.jpg
02-05 21:34,5817167595,空空喵喵喵喵,0,回复<a href='https://m.weibo.cn/n/Venus黄小姐'>@Venus黄小姐</a>:既然危险为什么允许深入，看老虎的惨相有什么好看的,https://tvax4.sinaimg.cn/crop.0.0.664.664.180/006lGf1Nly8ffd6vixfnbj30ig0iggm5.jpg
02-05 21:32,5817167595,空空喵喵喵喵,0,回复<a href='https://m.weibo.cn/n/姜大声的内裤君_'>@姜大声的内裤君_</a>:你更不要脸，蒙脸骂人，没脸,https://tvax4.sinaimg.cn/crop.0.0.664.664.180/006lGf1Nly8ffd6vixfnbj30ig0iggm5.jpg
02-05 15:44,2771262997,浅岛201504,0,这台词真的是看的尴尬，背的很辛苦嘛,https://tva4.sinaimg.cn/crop.0.0.480.480.180/a52e1e15jw8et1l90ucvej20dc0dc0t6.jpg
02-05 00:03,5917158350,白蛋儿蛋儿,0,这节目给她多少钱,https://tvax1.sinaimg.cn/crop.0.14.751.751.180/006srNbUly8fdl213vbudj30kv0loab9.jpg
02-04 18:55,5248764114,冻了耳朵,0,<a href='https://m.weibo.cn/n/小羽毛Mami'>@小羽毛Mami</a>,https://tva3.sinaimg.cn/crop.0.0.640.640.180/005JdhjIjw8f8jszy7nmsj30hs0hs0un.jpg
02-04 09:03,2270636895,向日葵小妞Cc,0,回复<a href='https://m.weibo.cn/n/Angels英国代购'>@Angels英国代购</a>:明知山有虎，偏向虎山行，勇气可嘉，同时也要有承担后果的勇气，不是吗,https://tva1.sinaimg.cn/crop.1.205.622.622.180/87572b5fgw1eaya6rf13vj20hs0qraer.jpg
02-03 22:51,1307300887,大宝当当当,0,无语了；,https://tva4.sinaimg.cn/crop.0.0.639.639.180/4debd417jw8f61t54q69lj20hs0hr0td.jpg
02-03 11:48,5626144715,Beta_mei,0,当时就该把她撕成八块,https://tva4.sinaimg.cn/crop.1.0.638.638.180/0068KJfBjw8euwrbbyfyej30hs0hqmxv.jpg
02-02 15:13,2425152360,Baby小咘點儿,0,回复<a href='https://m.weibo.cn/n/Angels英国代购'>@Angels英国代购</a>:我不守规则但是不会丢掉自己的生命，关于自己的生命还是守规则的好,https://tva4.sinaimg.cn/crop.0.1.640.640.180/908ce368jw8f264jkbvivj20hs0huwfg.jpg
02-02 01:12,2425152360,Baby小咘點儿,0,回复<a href='https://m.weibo.cn/n/嗨我好像在哪里见过你'>@嗨我好像在哪里见过你</a>:脑子是个好东西，希望你有,https://tva4.sinaimg.cn/crop.0.1.640.640.180/908ce368jw8f264jkbvivj20hs0huwfg.jpg
02-02 01:06,2414261131,Angels英国代购,0,回复<a href='https://m.weibo.cn/n/向日葵小妞Cc'>@向日葵小妞Cc</a>:那是什么样得管理才会让一个衣着暴露的人走到强奸犯得聚集地呢？,https://tva1.sinaimg.cn/crop.0.0.179.179.180/8fe6b38bgw1eci132qz4fj2050050t8y.jpg
