词语,计数
"
",2389
特此,2
戶藉,2
时限,2
签过,2
房屋,2
签上,2
居民身份证,2
居然,2
沈阳,2
欢迎,2
温馨,2
户名,2
户外,2
戶籍,2
社发,2
pgv,2
紫金县,2
拍摄,2
留存,2
siservice,2
母子,2
定额,2
明示,2
找个,2
找人,2
界面,2
界定,2
普工,2
男孩,2
承受,2
紧急,2
.....,2
拖延,2
0.8,2
由非,2
父母亲,2
粤劳,2
颜缨,2
留守,2
死者,2
精力,2
暂停状态,2
由现,2
民政部,2
招商银行,2
民治,2
执照,2
暂住证,2
扩大,2
实业,2
申報,2
每满,2
白血病,2
申报材料,2
护照,2
孤儿,2
护理费,2
孝感市,2
深深,2
申请书,2
食管,2
报到,2
报告,2
存足,2
存档,2
显然,2
存放,2
1W,2
报至,2
sznews,2
学院,2
sz12333,2
电视,2
承诺,2
技术职称,2
申报表,2
新生,2
投入,2
投奔,2
安山,2
宁夏,2
添麻烦,2
結果,2
抚恤金,2
守则,2
添加,2
宁波,2
招行,2
审议,2
客服,2
扣費,2
所谓,2
物业公司,2
新入,2
管林根,2
持续,2
新农,2
qq,2
新出,2
持卡,2
拿过,2
用途,2
永远,2
曾于,2
清远市,2
用钱,2
所说,2
对接,2
深企,2
封信,2
最小,2
将要,2
物价补贴,2
白交,2
封顶,2
發生,2
ptlang,2
所缴,2
无从,2
对非,2
所留,2
登记证,2
算起,2
物业管理,2
手术费,2
新办,2
对交,2
拨款,2
领卡,2
疑惑,2
新增,2
打进去,2
拨通,2
更名,2
家中,2
疗法,2
类为,2
扣出,2
清空,2
明明,2
宣布,2
类推,2
新城,2
家庭收入,2
手机号,2
病情,2
此次,2
病毒,2
手足,2
管理工作,2
管理站,2
打不进,2
打到,2
打扰,2
宿舍,2
管辖,2
61.144,2
新型,2
由原,2
打开,2
ref,2
有用吗,2
我弟,2
骨头,2
未缴,2
26.8,2
11.5,2
支取,2
珠海市,2
查保,2
aio2012,2
石家庄,2
收不到,2
知青,2
没帮,2
积金,2
未确定,2
早上,2
查帐,2
现因,2
必需,2
种田,2
研究,2
本地人,2
注入,2
满后,2
应到,2
未见,2
心情,2
没换,2
柜台,2
应交,2
现随,2
未育,2
心脏,2
应为,2
必交,2
序列号,2
并交,2
接近,2
移转,2
注册地,2
未扣,2
性别,2
未帮,2
年时,2
未办,2
查询卡,2
空白,2
柳州,2
日廠,2
泰州,2
日帮,2
年交,2
空闲,2
突发,2
收费处,2
接正,2
年检,2
日扣,2
city,2
年齡,2
怎办,2
潮州,2
火字,2
怎樣,2
接线员,2
年轻,2
着落,2
知情权,2
急事,2
查找,2
未断,2
没变,2
接生,2
得出,2
没有用完,2
山东省,2
现无,2
当日,2
NetHall,2
搬家,2
开得,2
法定代表,2
河北,2
福建,2
当班,2
福永一,2
开发,2
录取,2
现行政策,2
彩田,2
影響,2
福永開,2
法人资格,2
当地政府,2
硬性规定,2
OK,2
社康用,2
祝您,2
村委,2
村民,2
RMB200,2
揭阳市,2
音讯,2
搜索,2
揭西县,2
治疗费,2
现正,2
油松,2
开过,2
福利待遇,2
潘俊先,2
法律手段,2
征求意见,2
建议您,2
确认书,2
廠長,2
满意,2
本想,2
确切,2
度过,2
现转,2
很想,2
很长,2
废止,2
店铺,2
法院,2
构成,2
应用,2
应有,2
马鹏,2
离職,2
延期,2
本次,2
建筑,2
建議,2
領錢,2
早已,2
本科,2
禮拜,2
离休干部,2
松崗,2
离异,2
离家,2
离家近,2
建厂,2
建卡,2
提个,2
類風濕,2
未入,2
看护,2
cns,2
第二胎,2
挣钱,2
日休,2
第二项,2
成员,2
时效,2
html,2
故障,2
相对,2
成本,2
有缴,2
工程师,2
桂林,2
治病,2
有用,2
济南市,2
故意,2
有过,2
未何,2
有限责任,2
流产,2
已买,2
流水号,2
环已,2
已不多,2
放弃,2
相符,2
日入,2
感謝,2
政策性,2
慢性,2
核查,2
差不多,2
1397.28,2
没事,2
沙河,2
工商局,2
直截,2
我以,2
按上,2
if,2
指腸,2
我哥,2
目标,2
jb,2
有办,2
检时,2
检查和,2
第十六条,2
有余,2
第四个,2
我妈现,2
目前为止,2
高新技术,2
梅州市,2
我同,2
有名,2
教学,2
照抄一遍,2
浙江人,2
饶平县,2
我会,2
档案资料,2
直属,2
无胜,2
用光,2
我先,2
梁晓艳,2
时段,2
海天,2
无缘,2
海峰,2
已停,2
意外保险,2
相馆,2
帐单,2
帮改,2
日子,2
帮帮忙,2
湖南籍,2
省级,2
省直,2
帮其,2
帮交,2
省政府,2
生于,2
改正,2
符合条件,2
符合要求,2
帐户名,2
document,2
帮查,2
情况表,2
现住,2
未为,2
平均值,2
看得,2
收集,2
患上,2
患儿,2
时回,2
立即,2
常年,2
立户,2
看不懂,2
幫忙,2
理念,2
排除,2
排队,2
改由,2
gd,2
放假,2
现今,2
改进,2
省份,2
已超,2
第三代,2
核发,2
已知,2
改革开放,2
生意,2
第三期,2
换成,2
第三条,2
已帮,2
128.80,2
活动期,2
盼回,2
已过,2
已近,2
已退,2
没交此,2
gdsi,2
惠州市,2
惠阳,2
市里,2
想以,2
湖南省,2
改过,2
第一项,2
省局,2
换领,2
期满,2
想托,2
省内外,2
想查,2
申请材料,2
不划算,2
发改委,2
二零零二年,2
表中,2
原则,2
表姐,2
付款,2
付清,2
原为,2
历经,2
代买,2
代发,2
这多证,2
被盗,2
代收,2
代码证,2
代管,2
印章,2
代课,2
这件,2
卫生部,2
以下几点,2
以交,2
卧床,2
以何,2
卡盖,2
一百多元,2
一百二十多,2
他前,2
参报,2
行政复议,2
今年年初,2
反馈,2
反正,2
双高,2
上诉,2
双重,2
双薪,2
双胞胎,2
进一步,2
参战,2
原戶籍,2
这点,2
县级,2
这段,2
这样一来,2
补助费,2
从没,2
去世,2
厦门市,2
补发,2
仔细,2
卡片,2
卡后,2
上级领导,2
医药,2
解除合同,2
会计师,2
十二年,2
十二五,2
十三年,2
运作,2
传言,2
該員,2
認定,2
过长,2
一视同仁,2
解约,2
一趟,2
伤心,2
估计,2
医学,2
过度,2
医务,2
区辖,2
但现,2
證明,2
但经,2
解释一下,2
解惑,2
西安,2
企盼,2
要些,2
长久,2
要原,2
以解,2
还算,2
还白,2
要开,2
一笔,2
要算,2
企業,2
休养,2
解决问题,2
覆盖,2
优生,2
优育,2
近日,2
近十年,2
协议,2
华南,2
华侨城,2
近两年,2
限期,2
发出,2
发卡,2
行政区,2
下发,2
至今已有,2
各级,2
各类,2
交有,2
致电,2
交来,2
退回来,2
交涉,2
交納,2
交至,2
芯片,2
合在一起,2
若到,2
交费用,2
交足,2
交还,2
若有,2
交齐,2
若能,2
若该,2
可用,2
下半年,2
合同书,2
至下,2
可惜,2
一孩,2
选择性,2
链接,2
向内地,2
膝盖,2
选定,2
逃税,2
后期,2
后断,2
后以,2
后于,2
自由,2
合约,2
五月,2
自离,2
自缴,2
同步,2
同月,2
同意书,2
送回,2
吊針,2
退费,2
合肥,2
产品,2
产妇,2
资金不足,2
人民政府,2
人大,2
人大常委会,2
受益,2
锁骨,2
人性化,2
人才交流,2
连接,2
薪资,2
處理,2
取到,2
违规,2
连续性,2
叔叔,2
发邮件,2
血液,2
发觉,2
行不行,2
违反,2
发生冲突,2
人身,2
发文,2
今年初,2
蓝印,2
变为,2
销户,2
只缴,2
退伍军人,2
一是,2
退伍兵,2
退伍,2
追缴,2
追溯,2
可刷,2
人个,2
可不,2
只认,2
莲塘,2
除外,2
萍乡,2
营业厅,2
只为,2
落下,2
落后,2
另一方,2
口病,2
口头,2
落好,2
人口素质,2
警察,2
包装,2
位于,2
冻结,2
谅解,2
几元,2
谢复,2
跌落,2
三十周年,2
减除,2
充许,2
充足,2
准迁证,2
先前,2
負擔,2
跟随,2
闵晓航,2
越高,2
农保,2
先进,2
資料,2
賬戶,2
光机电,2
再有,2
再开,2
光照,2
调过来,2
几岁,2
贡献,2
出个,2
出险,2
出省,2
偷偷,2
请赐复,2
附加,2
身上,2
调休,2
元件,2
调养,2
踏实,2
凶巴巴,2
几张,2
阿姨,2
三個,2
调工入,2
几级,2
跳槽,2
调查,2
几月份,2
调节,2
元月,2
元月份,2
免缴,2
再交满,2
身分,2
公立医院,2
六级,2
赞成,2
兩年,2
费由,2
兩項,2
六十多岁,2
八十年代,2
六份,2
资料齐全,2
公证处,2
公积,2
共享,2
公公,2
资格证书,2
赐教,2
资深,2
资源,2
公文,2
资讯,2
公安机关,2
公告,2
三项,2
费时间,2
共济,2
内部,2
三月底,2
财务管理,2
上个星期,2
财政,2
入学,2
财政部,2
内有,2
入職,2
账单,2
三年级,2
兼职,2
三来一补,2
全都,2
购药,2
具体情况,2
起付线,2
具体做法,2
全是,2
三档,2
三次,2
贸易,2
问及,2
关爱,2
请发,2
健康,2
包不,2
陆陆续续,2
办公厅,2
上班时间,2
设备,2
证书,2
你局,2
來繳,2
输血,2
输精管,2
前海,2
供款,2
依法,2
七折,2
前提,2
转院,2
评到,2
前去,2
评审,2
前到,2
诊察,2
陆丰市,2
制证,2
保单,2
办公室,2
办妥,2
保安,2
劳保,2
计件,2
勉强,2
劳部发,2
一问,2
劳薪,2
低级,2
计明,2
迁走,2
劳动力,2
何原因,2
计算公式,2
余元,2
务农,2
加进去,2
何必,2
加班,2
辽源市,2
何時,2
加工,2
功能障碍,2
辭職,2
记者证,2
制卡中,2
到市,2
健在,2
切实,2
划分,2
划入,2
说到底,2
做产,2
做产检,2
切盼,2
切断,2
车站,2
轉院,2
做过,2
停交后,2
關外,2
万余元,2
分院,2
轉到,2
轉出,2
上去,2
分开,2
分工,2
分勉,2
上半年,2
停顿,2
划帐,2
转保后,2
到哪去,2
该笔,2
保定,2
利益,2
保持,2
该卡,2
该厂,2
该局,2
保证金,2
上旬,2
初始密码,2
转帐,2
转好,2
值得,2
详情,2
刚才,2
保險金,2
刚办,2
刚交,2
详解,2
语音,2
刘先生,2
修订,2
列示,2
选项,2
公司总部,2
两部,2
不良,2
太高,2
夫妇,2
临近,2
var,2
困扰,2
夫妻俩,2
结业,2
還沒有,2
還是,2
不至于,2
为市,2
失去,2
失效,2
重要性,2
为本,2
失误,2
考虑一下,2
国办发,2
随时,2
国家一级,2
天津,2
不详,2
结果显示,2
不让,2
不认,2
太久,2
在意,2
不计,2
老爸,2
太累,2
国资委,2
太远,2
太阳,2
太难,2
国籍,2
职务,2
经营不善,2
终端,2
之日起,2
不清,2
经商,2
下文,2
随同,2
好几百,2
肇庆,2
好多年,2
道理,2
不肯,2
好好,2
好烦,2
好轉,2
不明,2
四种,2
乐昌,2
不断,2
回应,2
之下,2
一只,2
义务兵役,2
因无,2
因新,2
为空,2
因换,2
为谢,2
因患,2
因工,2
遭遇,2
举报,2
不算数,2
不符,2
金时,2
联系方式,2
女朋友,2
聘为,2
在编,2
重复部分,2
那前,2
多多,2
多块,2
缴龄,2
两名,2
两地分居,2
备齐,2
两家,2
两月,2
综合型,2
给出,2
零零,2
两边,2
多家,2
不下,2
个人保险,2
采取,2
下能,2
不利,2
缴费单,2
两千多,2
绿洲,2
东莞市,2
外面,2
缴到,2
you,2
鄂州,2
多万,2
都还没,2
集资房,2
外市,2
多交,2
都市报,2
外国专家,2
缴清,2
多出,2
缓缴,2
采用,2
个人所得税,2
下班,2
继交,2
专业人士,2
電腦號,2
write,2
银行帐户,2
老妈,2
wcm,2
地铁,2
地级,2
那就是说,2
大连理工大学,2
地税,2
不齐,2
不高,2
大陆,2
重号,2
坚持,2
大學生,2
中专,2
障碍,2
罚款,2
维权,2
中兴通讯,2
多长,2
维修,2
难以,2
基本上,2
一人,2
续签,2
大半年,2
那类,2
不久,2
翠竹,2
大多,2
城镇职工,2
好长时间,2
奔波,2
钱时,2
不变,2
钟文辉,2
商转,2
买房子,2
纳税,2
周末,2
咨询服务,2
通知单,2
二代证,2
买够,2
纳税人,2
红色,2
委托人,2
哪么多,2
事实,2
随便,2
thank,2
不准,2
這樣,2
员处,2
能象,2
孕检时,2
不怎么,2
繼續,2
不幸,2
周边,2
通知书,2
不好意思,2
哪类,2
哪種,2
銀行,2
鉴定费,2
能交,2
哪种,2
纠正,2
钱包,2
能办,2
争论,2
咨詢,2
商业,2
商业保险,2
不属,2
一員工,2
商业银行,2
商务中心,2
争取,2
和平,2
下才,2
二孩,2
哪一天,2
听人,2
能续,2
终于,2
四十七,2
婆婆,2
二班,2
如可,2
二是,2
下岗工人,2
细分,2
能用,2
听闻,2
二月份,2
不批,2
速度,2
金转,2
四川省,2
红会,2
速回,2
事实上,2
總額,2
吴婉柔,2
二审,2
字样,2
二个,2
乙型,2
四月,2
不利于,2
如交,2
二个月,2
组成,2
肝脏,2
四十八条,2
狮岭,1
現手術,1
重且,1
释疑,1
沉重,1
王新波,1
民事责任,1
转如,1
犯罪,1
特请,1
王莺旭,1
門診,1
里头,1
钱到,1
转去,1
独生女,1
沒到,1
钱会,1
現進入,1
转向,1
长驻,1
铁路工人,1
毫无,1
转卡,1
转保所,1
赚钱,1
毛巾,1
马越,1
转制,1
赛格,1
赔款,1
里本,1
独生子,1
骨龄,1
沒來,1
现款,1
現金,1
转进,1
转至,1
沙吓,1
特別,1
问一问,1
转至省,1
转该,1
资金周转,1
物价水平,1
醫保費,1
香蜜湖,1
物价,1
转调,1
转退,1
理会,1
醫保卡何,1
理顺,1
醫保卡,1
软件产品,1
软硬件,1
轻度,1
轻须,1
甚谢,1
载明,1
较大,1
沙头,1
版本,1
转而,1
特向,1
赎回,1
特困,1
理应,1
长途旅行,1
特点,1
钱后,1
转换成,1
转接,1
转旧,1
转时,1
特殊照顾,1
特殊人群,1
转买,1
转款,1
醫生,1
长相,1
沒查,1
龙梅娇,1
特意,1
龍崗區,1
高三,1
醫治,1
理想,1
钱来,1
醫時則,1
特大型,1
钱用,1
重交,1
現工傷,1
骨髓瘤,1
跑来跑去,1
现尚,1
水贝村,1
现该,1
民生,1
跑遍,1
起转,1
现将,1
金在,1
金中,1
现存,1
骗保,1
现均,1
起诉,1
永镇,1
现请,1
跨地区,1
跪谢,1
现因病,1
起要,1
钱能,1
求助,1
求救,1
驻深,1
辅助,1
驻外,1
路程,1
重视,1
门诊部,1
铁炉,1
起用,1
驾驶,1
金融风暴,1
越少,1
现来,1
越多越,1
现水,1
驾驶员,1
金转出,1
现暂,1
越来越低,1
现特,1
钱要,1
金至,1
趋势,1
现我司,1
现经,1
金碧,1
验明正身,1
足以,1
门诊所,1
超聲,1
民警,1
跌破,1
超市,1
金是,1
气味,1
超出,1
验证,1
现回,1
汉族,1
江西省,1
民工,1
现以,1
现代,1
轉回,1
现买,1
轉會,1
走路,1
民办,1
關心,1
轉移,1
越多越好,1
走投无路,1
走动,1
轉走,1
轉走個,1
江苏省,1
龙川县,1
重办,1
钢筋,1
现与,1
转不进,1
走人后,1
江西人,1
环境,1
王鹏,1
骨粉,1
钱交,1
转业军人,1
民办学校,1
闭幕,1
起止,1
赶不上,1
起征点,1
现向贵,1
重组,1
重点,1
踝骨,1
關機構,1
现办,1
身份证明,1
现到,1
起始,1
鉴定结论,1
现述,1
现出,1
现再,1
身体健康,1
龍華,1
起买,1
身体状况,1
现其,1
赶时间,1
现停,1
赶快,1
身孕,1
玻璃,1
身故,1
重开,1
身材矮小,1
较长,1
逐步提高,1
沙头角,1
道路,1
连在一起,1
深劳调,1
法定继承,1
违规行为,1
黑色素瘤,1
深務,1
深南,1
道渣,1
法定年龄,1
违纪,1
鸡肋,1
魏相宇,1
深圳大学,1
黑龙江省,1
违法行为,1
深圳市人大,1
违反规定,1
深前,1
连带,1
深先,1
连腰,1
法律责任,1
通道,1
淋巴瘤,1
通风,1
连锁,1
法律条文,1
速速,1
造影,1
鹏基,1
遂溪县,1
遇上,1
遇见,1
深人,1
连点,1
深以,1
過幾個,1
法学院,1
进门,1
没要,1
法人,1
避税,1
還体,1
深戶籍,1
高龄,1
深户生,1
这栏,1
深有,1
深联,1
深表遗憾,1
没领,1
還參,1
这本,1
没道理,1
深非,1
这有,1
没退,1
還沒,1
深得民心,1
遺失,1
遷到,1
遗留问题,1
泉州,1
魏云生,1
银行账号,1
遗憾,1
治病救人,1
进区,1
遗漏,1
进不了,1
这病,1
點問題,1
这间,1
这能,1
这纸,1
这类,1
错重,1
鼓励,1
涨过,1
通過,1
迟交,1
通行证,1
流水帐,1
送审稿,1
這是,1
黄冈,1
送出去,1
浅绿色,1
测评,1
测试,1
退职金,1
退职,1
退款,1
這种,1
退据,1
退役军人,1
麻煩,1
注射针,1
這邊,1
送往,1
送福永醫院,1
這工傷,1
派驻在,1
黄联,1
逐步,1
递上去,1
黄贝岭,1
活都,1
逃避,1
适逢,1
适当,1
送货,1
這兩種,1
流动人口,1
洛阳市,1
這和,1
适应症,1
适合,1
适于,1
浏阳,1
注射剂,1
這麼,1
追求,1
银行贷款,1
退休工人,1
消没,1
泥坑,1
鹏飞,1
波肝膽,1
消费水平,1
涨价,1
退休者,1
追查,1
追回,1
黄连,1
通而,1
追加,1
迫切希望,1
迫切,1
通往,1
通常,1
浮动,1
海湾,1
退却,1
海上,1
海关,1
注射,1
海南,1
销售点,1
海川,1
海珠区,1
消号,1
铺位,1
海票,1
消化系统,1
注册资金,1
消化道,1
通不过,1
退休费,1
镇西,1
这批,1
辅导,1
郑午然,1
过到,1
高时,1
没人管,1
过份,1
没人带,1
热线电话,1
邮政,1
煤气,1
没人交,1
过产检,1
照料,1
照样,1
津貼,1
过于,1
没交有,1
过世,1
邮政编码,1
那麼,1
那该,1
烦琐,1
那要,1
运用,1
灵活性,1
灾难性,1
运动,1
没制,1
点钟,1
点钱,1
那請,1
过区,1
过要,1
鼻窦炎,1
过此证,1
过户,1
没关系,1
烦心事,1
没代,1
邮电局,1
迁过去,1
镇里,1
迁至,1
爱民,1
都行,1
高兴,1
爱莫能助,1
高低,1
辦卡,1
高于,1
辞职信,1
酌情处理,1
长沙市,1
辛辛苦苦,1
爷爷,1
爸交,1
辖区,1
酒楼,1
片子,1
沙尾,1
辦好,1
高度重视,1
没个,1
部位,1
长住,1
煩請,1
迁到,1
煮饭,1
迁入地,1
没事干,1
长安,1
熟人,1
辦法,1
辽宁抚顺,1
银联,1
燙傷,1
边缘,1
部裂,1
農村,1
没为,1
运营,1
火速,1
火车,1
没发,1
没深户,1
这么回事,1
长三角,1
温总理,1
那今,1
这么久,1
这么一来,1
这不太,1
港澳,1
这一,1
那份,1
还须,1
还贷,1
高烧,1
还贵,1
没改,1
那位,1
温家宝,1
这么晚,1
渡过,1
这半内,1
高等院校,1
这太,1
没能,1
還需,1
清无,1
高福利,1
这厂,1
清理,1
没理由,1
邓宇飞,1
这位,1
那不白,1
那交,1
这会,1
清除,1
这事,1
那入,1
高温,1
那原,1
那未,1
那方,1
近几个月,1
没定,1
潮南区,1
运输,1
潮阳,1
运行,1
那樣,1
近几天,1
潮阳区,1
潰瘍,1
那段,1
激交,1
激发,1
没填,1
那笔,1
潜在,1
近几年,1
没招调,1
返流病,1
还查,1
準備,1
滑动,1
还交,1
那天,1
返贫,1
返聘,1
滿半個,1
没得,1
漏掉,1
漏缴,1
漫长,1
那年,1
潘先生,1
潘江,1
那新,1
網上,1
疏导,1
生了病,1
随其,1
腰突,1
腰椎间盘,1
脱钩,1
階段,1
脚部,1
脚扭伤,1
突出,1
脚内,1
窒息,1
窗上,1
立克,1
生存,1
能近,1
能过,1
站长,1
竟然,1
竹笼,1
竹茹,1
能管,1
能算到,1
能算,1
笋岗,1
腸癌,1
空挂,1
空号,1
穷困,1
自行车,1
称此,1
称职,1
移动,1
自行决定,1
自离单,1
自相矛盾,1
陶瓷,1
移转到,1
稅後有,1
程序性,1
自巳,1
自动识别,1
稍后,1
陶瓷厂,1
自交,1
自买,1
自主,1
稳定,1
腹腔镜,1
腸鏡,1
笔录,1
能源,1
能断,1
股份合作,1
第七条,1
第三,1
肠道,1
肠胃病,1
肠炎,1
第三个,1
第三十八条,1
肝硬化,1
肝癌,1
静盼,1
肝功能,1
第三点,1
第九届,1
第九条,1
肝功,1
肇庆市,1
随即,1
第二十一条,1
第二十三条,1
第二十二条,1
職工簽,1
股份,1
股民,1
能报,1
肯请,1
比较简单,1
能取,1
能交要,1
符实,1
胰腺炎,1
胡瑞超,1
胡总说,1
第一套,1
第一家,1
胡同,1
背景,1
胃鏡,1
第一条,1
肿瘤,1
肾结石,1
第一款,1
肾癌,1
肺癌,1
第一类,1
肺叶,1
育才,1
积蓄,1
非法,1
积极性,1
薏苡仁,1
祥细,1
薄上,1
蔡麗娟,1
音信,1
蓝色,1
蓝本,1
福利彩票,1
蓝塘,1
葵冲,1
董亚芹,1
福州市,1
落空,1
落地,1
福建省,1
营养费,1
福永富,1
营养,1
福永转,1
福永进,1
获取,1
莫衷一是,1
祥和,1
祢们,1
药流,1
薪酬,1
行货,1
行政区域,1
除写,1
行得通,1
行式,1
社何,1
行动不便,1
除名,1
社何局,1
血汗,1
血型,1
社厅,1
蛮大,1
社平,1
音同艺,1
社康刷,1
社康及,1
社报,1
社规,1
祝好,1
藥吃,1
莫名其妙,1
药师,1
积极参与,1
花园,1
私立学校,1
面包,1
节育手术,1
节育器,1
节育,1
艾里逊,1
艾天芳,1
私营,1
般的,1
舟车劳顿,1
致贫,1
致残,1
致以,1
险要,1
租售,1
险额,1
自附,1
自负,1
积极,1
自该,1
自认,1
私家,1
花掉,1
药使,1
花钱买,1
福音,1
草拟,1
茯苓,1
离天,1
茫然,1
离婚,1
范畴,1
范本,1
离岗,1
范宝凤,1
除带,1
若需,1
离深,1
离现,1
面对,1
险来,1
若无此,1
若干年,1
若干,1
若大点,1
若卡,1
第二天,1
第二家,1
職員工,1
统交,1
簡明,1
绝不,1
给钱,1
雾水,1
需多長,1
簽勞動,1
簽字,1
簽定,1
结扎,1
类人,1
粘贴,1
粘附,1
需买,1
需交,1
粤人社,1
绑回,1
经验,1
粤海,1
经理,1
经济落后,1
需填,1
绝育,1
统考,1
需先,1
统转,1
零销,1
算下来,1
算了,1
算交,1
绿卡,1
综和,1
需持,1
算有,1
雷同,1
综保,1
算来算去,1
综上,1
维用,1
算法,1
雷慧真,1
管一管,1
续交该,1
续交至,1
電腦,1
继父,1
管理制度,1
经济特区,1
精神,1
缓退,1
级新生,1
约定,1
結案,1
红荔,1
需員工,1
红联,1
红章,1
結腸炎,1
絕為,1
纠纷,1
給他,1
給入,1
給我,1
綁定,1
續買,1
續化療,1
經查,1
經用,1
繼繳,1
繳納約,1
經確,1
網站,1
需向,1
終結,1
精神压力,1
累记,1
经济师,1
精神病,1
精通,1
糊涂,1
糊里糊涂,1
经常性,1
需在,1
经向,1
系一,1
经同,1
绍兴,1
納金,1
需写,1
紧迫,1
紫色,1
紫金,1
线路,1
纸上,1
累計,1
纳保,1
纪录,1
简单易行,1
编码,1
職半個,1
而己,1
第十一届,1
而前,1
第十七条,1
第十七次,1
第十九条,1
老说,1
老母,1
老板娘,1
第十五条,1
老有所养,1
第十五次,1
青春,1
随父,1
老年人,1
第十八次,1
随随,1
第四十五,1
第四十六,1
老卡,1
老人家,1
第四十条,1
第六条,1
而市,1
老乡,1
耗时,1
第二年,1
第二批,1
联系人,1
联名卡,1
联名,1
联合,1
联保,1
第二款,1
第二步,1
职都,1
第二点,1
职责,1
职工工资,1
第二页,1
随子,1
职前,1
聊天,1
第五十一条,1
耽误,1
第五十六条,1
第五届,1
隐私,1
老一辈,1
编织,1
网络媒体,1
网查,1
签到,1
网上医院,1
集体所有制,1
缺失,1
缺乏,1
需繳,1
需由,1
缴获,1
签后,1
集成系统,1
缴税,1
缴款,1
集装箱,1
签收,1
雇佣,1
签订合同,1
缴好,1
零后,1
缪梦兰,1
缘故,1
需缴,1
签入,1
需資,1
网络平台,1
等候,1
翻车,1
羽毛球赛,1
群众,1
美莲,1
需要的话,1
美女,1
难关,1
罗芳路,1
罗芳,1
罗福区,1
答疑,1
答错,1
策政,1
筹资,1
难怪,1
难点,1
网都,1
需自費,1
签了,1
网络故障,1
項關,1
行走,1
衡量标准,1
说起,1
说象,1
说白了,1
说法不一,1
说查,1
疾病诊断,1
说开,1
疾重,1
说实话,1
病人,1
病休,1
病假,1
领事馆,1
病假单,1
病因,1
病复發,1
病得,1
说卡,1
说出,1
说会,1
病情严重,1
病案,1
频繁,1
網址,1
说不过去,1
當月,1
附上,1
附件,1
读遍,1
读取,1
诸多不便,1
请速,1
请示,1
附属,1
请市,1
附带,1
留底,1
留意,1
频道,1
留有,1
请人,1
留深,1
请予,1
畢業,1
说须,1
當初,1
當年,1
说交,1
病痛,1
風濕,1
發現,1
發票,1
该文,1
白忙,1
白白浪费,1
该成,1
白皮书,1
该些,1
该不该,1
百分,1
询征,1
话费,1
话务员,1
百分之二,1
百分之五十,1
试验,1
试点,1
百分之八点,1
试想,1
预算,1
诊病,1
百分之十,1
该是,1
该条,1
病种,1
预过,1
病肝,1
说不清,1
说不定,1
误操作,1
误差,1
预防,1
病轉,1
误工费,1
病逝,1
症证,1
痊愈,1
癌症病患,1
登在,1
语言,1
登记号,1
附注,1
详尽,1
该证,1
该表,1
该药,1
登错,1
留下来,1
调工到,1
识别,1
用处,1
费后,1
费于,1
问询,1
用旧,1
贵处,1
贵司,1
贵些,1
贴钱,1
用该,1
贴息,1
用过,1
贱民,1
贯彻,1
田园,1
饮用水,1
由人,1
贬值,1
账户卡,1
由始至终,1
由市,1
由村,1
费才,1
用力,1
问题解答,1
用到,1
资询,1
生完,1
香港大学,1
生成,1
资源管理,1
首领,1
生活来源,1
生活费用,1
资交,1
生财之道,1
费额,1
產生,1
用不上,1
费要,1
用些,1
用人,1
饮食,1
费能,1
费电,1
费是,1
用內,1
责任保险,1
由此,1
阶段,1
间隔时间,1
象征性,1
阅读,1
谭凡昌,1
谢洪远,1
电子市场,1
谢意,1
电焊工,1
食堂,1
谈不上,1
调高,1
电视台,1
调解,1
食品,1
飞车党,1
阆中市,1
阳光,1
电话线,1
电话费,1
男同志,1
男士,1
调查表,1
象是,1
負責,1
财险,1
申辦,1
由衷,1
饭要,1
由谁来,1
财政拨款,1
财政局,1
甲亢,1
甲流,1
申保,1
申办人,1
财务总监,1
餐饮,1
财产保险,1
负责同志,1
负荷,1
申請表,1
申诉,1
负伤,1
資格購,1
申请理由,1
資單,1
買養,1
诉讼,1
百分之十三,1
預約,1
要现,1
顺序,1
要座,1
真稿,1
要少,1
真诚,1
眼镜,1
要办,1
要制,1
要交满,1
督促,1
西田,1
知到,1
西村,1
西乡镇,1
知同批,1
襄樊市,1
裡有,1
知晓,1
知觉,1
補齊,1
補辦,1
陕县,1
要生,1
知过,1
真功夫,1
限购,1
视作,1
看出,1
规则,1
顺延,1
观点,1
观兰,1
看待,1
见表,1
见信好,1
看得起,1
視同,1
看样子,1
覆盖范围,1
看特诊,1
要验,1
要续,1
看看,1
看见,1
要繳,1
看起来,1
知识,1
项目名称,1
顺心,1
表扬,1
表三,1
补续,1
补给,1
补检,1
补扣费,1
补打,1
陕西籍,1
补差,1
补卡,1
确将,1
确有此事,1
領導,1
院方,1
院需,1
补刷,1
确认信,1
衡阳市,1
領取,1
确诊,1
碰伤,1
領到,1
硕士,1
破格晋升,1
補救,1
破损,1
補嘗,1
補卡,1
補償,1
矮小,1
石岩,1
石油,1
石膏,1
研发,1
補下,1
裂孔,1
项中,1
被迫,1
被车撞,1
研究所,1
衷心,1
表面抗原,1
表送,1
表述,1
研究生院,1
表示感谢,1
表现,1
视而不见,1
角度,1
百块,1
证到,1
盗用,1
访视,1
设在,1
设保,1
目会,1
论坛,1
许多年,1
许可证,1
许勤,1
颁发,1
讲明,1
讲师,1
记者站,1
陈乐茹,1
记入,1
讯息,1
讨论,1
讨回,1
讨价还价,1
直不起,1
认知,1
证件号码,1
证办,1
认同,1
证叫,1
百度,1
评定,1
证未,1
证明文件,1
